Time, n - aac oeeuo?a	 "/s - aac oeeuo?a	Time, n - oeeuo? 3Ao	 "/s - oeeuo? 3Ao	
5771	141	5771	138	
5772	133	5772	138	
5773	128	5773	137	
5774	128	5774	136	
5775	132	5775	135	
5776	140	5776	135	
5777	146	5777	136	
5778	146	5778	138	
5779	144	5779	138	
5780	141	5780	139	
5781	144	5781	139	
5782	151	5782	140	
5783	160	5783	142	
5784	167	5784	145	
5785	164	5785	147	
5786	157	5786	149	
5787	157	5787	150	
5788	166	5788	151	
5789	177	5789	153	
5790	184	5790	157	
5791	187	5791	160	
5792	186	5792	163	
5793	184	5793	166	
5794	187	5794	168	
5795	196	5795	171	
5796	206	5796	174	
5797	214	5797	179	
5798	222	5798	183	
5799	232	5799	189	
5800	248	5800	195	
5801	275	5801	203	
5802	303	5802	213	
5803	320	5803	225	
5804	313	5804	236	
5805	292	5805	244	
5806	275	5806	248	
5807	273	5807	251	
5808	285	5808	255	
5809	293	5809	259	
5810	294	5810	263	
5811	274	5811	266	
5812	246	5812	265	
5813	232	5813	262	
5814	228	5814	258	
5815	234	5815	254	
5816	239	5816	252	
5817	231	5817	251	
5818	214	5818	247	
5819	192	5819	242	
5820	180	5820	235	
5821	189	5821	229	
5822	202	5822	225	
5823	206	5823	223	
5824	191	5824	220	
5825	170	5825	215	
5826	152	5826	209	
5827	148	5827	202	
5828	164	5828	196	
5829	173	5829	193	
5830	169	5830	190	
5831	151	5831	187	
5832	130	5832	181	
5833	125	5833	175	
5834	128	5834	169	
5835	140	5835	165	
5836	148	5836	162	
5837	139	5837	160	
5838	118	5838	156	
5839	100	5839	151	
5840	100	5840	144	
5841	112	5841	140	
5842	124	5842	137	
5843	123	5843	136	
5844	105	5844	133	
5845	86	5845	129	
5846	76	5846	123	
5847	87	5847	118	
5848	107	5848	115	
5849	110	5849	115	
5850	98	5850	113	
5851	82	5851	111	
5852	66	5852	106	
5853	62	5853	101	
5854	74	5854	97	
5855	88	5855	95	
5856	87	5856	94	
5857	70	5857	93	
5858	51	5858	89	
5859	38	5859	83	
5860	43	5860	78	
5861	58	5861	75	
5862	68	5862	73	
5863	62	5863	73	
5864	37	5864	70	
5865	22	5865	65	
5866	25	5866	60	
5867	36	5867	56	
5868	52	5868	55	
5869	52	5869	55	
5870	38	5870	54	
5871	22	5871	51	
5872	9	5872	46	
5873	18	5873	42	
5874	35	5874	41	
5875	46	5875	41	
5876	44	5876	41	
5877	30	5877	41	
5878	14	5878	39	
5879	10	5879	35	
5880	27	5880	33	
5881	44	5881	34	
5882	47	5882	35	
5883	34	5883	36	
5884	12	5884	34	
5885	0	5885	31	
5886	9	5886	28	
5887	25	5887	26	
5888	39	5888	27	
5889	36	5889	29	
5890	19	5890	28	
5891	5	5891	26	
5892	1	5892	23	
5893	12	5893	21	
5894	26	5894	21	
5895	31	5895	22	
5896	21	5896	23	
5897	3	5897	21	
5898	-9	5898	18	
5899	-10	5899	15	
5900	7	5900	13	
5901	23	5901	13	
5902	19	5902	14	
5903	4	5903	14	
5904	-12	5904	12	
5905	-14	5905	9	
5906	-1	5906	7	
5907	12	5907	7	
5908	19	5908	8	
5909	13	5909	9	
5910	-3	5910	8	
5911	-13	5911	6	
5912	-11	5912	4	
5913	0	5913	3	
5914	10	5914	3	
5915	15	5915	4	
5916	7	5916	5	
5917	-5	5917	5	
5918	-10	5918	3	
5919	2	5919	2	
5920	20	5920	3	
5921	32	5921	6	
5922	26	5922	9	
5923	15	5923	10	
5924	5	5924	10	
5925	8	5925	10	
5926	24	5926	10	
5927	39	5927	13	
5928	41	5928	16	
5929	34	5929	19	
5930	26	5930	20	
5931	22	5931	21	
5932	30	5932	21	
5933	46	5933	23	
5934	60	5934	27	
5935	60	5935	31	
5936	48	5936	34	
5937	39	5937	35	
5938	46	5938	36	
5939	59	5939	38	
5940	74	5940	41	
5941	84	5941	46	
5942	76	5942	50	
5943	67	5943	52	
5944	66	5944	54	
5945	79	5945	56	
5946	98	5946	60	
5947	106	5947	65	
5948	106	5948	70	
5949	99	5949	74	
5950	92	5950	76	
5951	91	5951	78	
5952	102	5952	80	
5953	113	5953	84	
5954	115	5954	87	
5955	108	5955	90	
5956	99	5956	92	
5957	96	5957	92	
5958	106	5958	93	
5959	121	5959	96	
5960	129	5960	99	
5961	128	5961	103	
5962	118	5962	105	
5963	110	5963	106	
5964	114	5964	107	
5965	125	5965	108	
5966	135	5966	111	
5967	135	5967	114	
5968	127	5968	116	
5969	118	5969	117	
5970	114	5970	117	
5971	121	5971	117	
5972	134	5972	118	
5973	144	5973	120	
5974	142	5974	123	
5975	134	5975	125	
5976	126	5976	126	
5977	127	5977	126	
5978	136	5978	126	
5979	147	5979	128	
5980	149	5980	131	
5981	139	5981	132	
5982	126	5982	132	
5983	118	5983	131	
5984	125	5984	130	
5985	138	5985	130	
5986	148	5986	132	
5987	150	5987	134	
5988	144	5988	136	
5989	136	5989	136	
5990	136	5990	136	
5991	147	5991	137	
5992	158	5992	139	
5993	161	5993	141	
5994	152	5994	143	
5995	140	5995	143	
5996	131	5996	142	
5997	134	5997	141	
5998	151	5998	141	
5999	164	5999	143	
6000	162	6000	146	
6001	152	6001	147	
6002	143	6002	147	
6003	142	6003	146	
6004	149	6004	146	
6005	160	6005	147	
6006	164	6006	149	
6007	154	6007	150	
6008	139	6008	150	
6009	129	6009	148	
6010	131	6010	146	
6011	140	6011	145	
6012	146	6012	144	
6013	146	6013	145	
6014	135	6014	144	
6015	123	6015	142	
6016	121	6016	140	
6017	130	6017	138	
6018	141	6018	138	
6019	136	6019	138	
6020	113	6020	137	
6021	75	6021	132	
6022	37	6022	122	
6023	12	6023	111	
6024	9	6024	99	
6025	21	6025	89	
6026	34	6026	81	
6027	49	6027	77	
6028	57	6028	74	
6029	60	6029	72	
6030	65	6030	71	
6031	69	6031	70	
6032	76	6032	71	
6033	76	6033	71	
6034	72	6034	72	
6035	67	6035	72	
6036	63	6036	71	
6037	73	6037	70	
6038	80	6038	71	
6039	84	6039	72	
6040	83	6040	74	
6041	78	6041	75	
6042	84	6042	75	
6043	91	6043	77	
6044	101	6044	79	
6045	110	6045	82	
6046	112	6046	86	
6047	107	6047	89	
6048	104	6048	91	
6049	104	6049	92	
6050	103	6050	93	
6051	103	6051	95	
6052	107	6052	96	
6053	106	6053	97	
6054	99	6054	98	
6055	91	6055	98	
6056	90	6056	97	
6057	100	6057	96	
6058	104	6058	97	
6059	105	6059	98	
6060	106	6060	99	
6061	98	6061	99	
6062	93	6062	99	
6063	95	6063	98	
6064	96	6064	98	
6065	95	6065	98	
6066	89	6066	97	
6067	85	6067	96	
6068	80	6068	94	
6069	76	6069	92	
6070	77	6070	90	
6071	83	6071	89	
6072	85	6072	89	
6073	79	6073	88	
6074	77	6074	87	
6075	76	6075	85	
6076	76	6076	84	
6077	79	6077	83	
6078	80	6078	83	
6079	76	6079	82	
6080	65	6080	81	
6081	59	6081	79	
6082	61	6082	76	
6083	64	6083	75	
6084	67	6084	74	
6085	68	6085	73	
6086	65	6086	72	
6087	61	6087	71	
6088	57	6088	70	
6089	60	6089	68	
6090	65	6090	68	
6091	64	6091	67	
6092	61	6092	67	
6093	53	6093	66	
6094	43	6094	63	
6095	41	6095	61	
6096	45	6096	59	
6097	54	6097	58	
6098	52	6098	57	
6099	45	6099	56	
6100	39	6100	54	
6101	36	6101	52	
6102	41	6102	51	
6103	46	6103	50	
6104	51	6104	50	
6105	47	6105	50	
6106	41	6106	49	
6107	36	6107	48	
6108	33	6108	46	
6109	36	6109	45	
6110	42	6110	44	
6111	45	6111	44	
6112	45	6112	44	
6113	41	6113	44	
6114	39	6114	43	
6115	44	6115	43	
6116	52	6116	44	
6117	60	6117	45	
6118	61	6118	47	
6119	54	6119	48	
6120	49	6120	49	
6121	51	6121	49	
6122	55	6122	49	
6123	59	6123	50	
6124	64	6124	52	
6125	64	6125	53	
6126	62	6126	54	
6127	62	6127	55	
6128	66	6128	56	
6129	76	6129	58	
6130	84	6130	61	
6131	89	6131	64	
6132	90	6132	67	
6133	85	6133	69	
6134	83	6134	71	
6135	91	6135	73	
6136	99	6136	76	
6137	104	6137	79	
6138	104	6138	82	
6139	104	6139	84	
6140	105	6140	87	
6141	108	6141	89	
6142	112	6142	92	
6143	116	6143	94	
6144	118	6144	97	
6145	117	6145	100	
6146	115	6146	101	
6147	114	6147	103	
6148	112	6148	104	
6149	116	6149	105	
6150	119	6150	107	
6151	119	6151	108	
6152	114	6152	109	
6153	109	6153	110	
6154	109	6154	109	
6155	111	6155	110	
6156	112	6156	110	
6157	112	6157	110	
6158	108	6158	110	
6159	102	6159	109	
6160	97	6160	108	
6161	95	6161	107	
6162	92	6162	105	
6163	88	6163	103	
6164	86	6164	101	
6165	83	6165	99	
6166	76	6166	97	
6167	71	6167	94	
6168	69	6168	91	
6169	71	6169	89	
6170	71	6170	87	
6171	69	6171	85	
6172	64	6172	83	
6173	60	6173	80	
6174	56	6174	77	
6175	56	6175	75	
6176	56	6176	73	
6177	53	6177	70	
6178	48	6178	68	
6179	45	6179	66	
6180	43	6180	63	
6181	43	6181	61	
6182	43	6182	58	
6183	44	6183	57	
6184	45	6184	55	
6185	44	6185	54	
6186	41	6186	53	
6187	41	6187	51	
6188	42	6188	50	
6189	43	6189	49	
6190	44	6190	48	
6191	42	6191	48	
6192	40	6192	47	
6193	43	6193	46	
6194	48	6194	46	
6195	53	6195	47	
6196	57	6196	48	
6197	60	6197	49	
6198	63	6198	50	
6199	65	6199	52	
6200	69	6200	54	
6201	72	6201	56	
6202	75	6202	58	
6203	78	6203	60	
6204	79	6204	62	
6205	80	6205	64	
6206	80	6206	66	
6207	82	6207	68	
6208	84	6208	70	
6209	87	6209	72	
6210	90	6210	74	
6211	91	6211	76	
6212	91	6212	78	
6213	92	6213	79	
6214	95	6214	81	
6215	97	6215	83	
6216	97	6216	84	
6217	96	6217	86	
6218	97	6218	87	
6219	97	6219	88	
6220	95	6220	89	
6221	95	6221	90	
6222	96	6222	91	
6223	97	6223	91	
6224	97	6224	92	
6225	97	6225	93	
6226	95	6226	93	
6227	91	6227	93	
6228	89	6228	93	
6229	88	6229	92	
6230	83	6230	91	
6231	76	6231	90	
6232	69	6232	88	
6233	64	6233	85	
6234	61	6234	83	
6235	57	6235	80	
6236	54	6236	77	
6237	51	6237	74	
6238	46	6238	71	
6239	40	6239	68	
6240	34	6240	64	
6241	30	6241	60	
6242	28	6242	56	
6243	30	6243	53	
6244	40	6244	51	
6245	54	6245	50	
6246	73	6246	52	
6247	87	6247	55	
6248	91	6248	60	
6249	79	6249	63	
6250	59	6250	63	
6251	45	6251	62	
6252	34	6252	59	
6253	35	6253	56	
6254	36	6254	54	
6255	34	6255	52	
6256	20	6256	49	
6257	-1	6257	44	
6258	-13	6258	38	
6259	-21	6259	31	
6260	-21	6260	25	
6261	-20	6261	20	
6262	-24	6262	15	
6263	-33	6263	9	
6264	-47	6264	4	
6265	-55	6265	-3	
6266	-48	6266	-9	
6267	-38	6267	-13	
6268	-32	6268	-16	
6269	-36	6269	-18	
6270	-40	6270	-20	
6271	-41	6271	-23	
6272	-38	6272	-25	
6273	-27	6273	-26	
6274	-22	6274	-25	
6275	-20	6275	-25	
6276	-22	6276	-24	
6277	-26	6277	-24	
6278	-20	6278	-24	
6279	-13	6279	-23	
6280	-5	6280	-22	
6281	7	6281	-19	
6282	8	6282	-16	
6283	5	6283	-13	
6284	3	6284	-11	
6285	9	6285	-9	
6286	18	6286	-6	
6287	24	6287	-3	
6288	25	6288	0	
6289	19	6289	3	
6290	14	6290	5	
6291	13	6291	6	
6292	20	6292	7	
6293	30	6293	9	
6294	27	6294	11	
6295	21	6295	13	
6296	17	6296	14	
6297	10	6297	14	
6298	8	6298	13	
6299	7	6299	12	
6300	5	6300	12	
6301	1	6301	11	
6302	-10	6302	9	
6303	-20	6303	6	
6304	-27	6304	3	
6305	-30	6305	-1	
6306	-31	6306	-5	
6307	-33	6307	-8	
6308	-41	6308	-11	
6309	-56	6309	-16	
6310	-62	6310	-21	
6311	-63	6311	-26	
6312	-66	6312	-31	
6313	-68	6313	-35	
6314	-79	6314	-39	
6315	-91	6315	-45	
6316	-100	6316	-51	
6317	-107	6317	-57	
6318	-104	6318	-63	
6319	-104	6319	-68	
6320	-107	6320	-72	
6321	-113	6321	-77	
6322	-120	6322	-82	
6323	-127	6323	-87	
6324	-131	6324	-92	
6325	-128	6325	-96	
6326	-126	6326	-100	
6327	-130	6327	-103	
6328	-138	6328	-107	
6329	-146	6329	-111	
6330	-148	6330	-115	
6331	-144	6331	-119	
6332	-140	6332	-122	
6333	-138	6333	-124	
6334	-142	6334	-126	
6335	-148	6335	-128	
6336	-148	6336	-130	
6337	-144	6337	-132	
6338	-138	6338	-133	
6339	-134	6339	-134	
6340	-133	6340	-134	
6341	-136	6341	-134	
6342	-139	6342	-134	
6343	-139	6343	-135	
6344	-134	6344	-135	
6345	-124	6345	-134	
6346	-117	6346	-133	
6347	-119	6347	-131	
6348	-122	6348	-130	
6349	-120	6349	-129	
6350	-112	6350	-127	
6351	-102	6351	-125	
6352	-97	6352	-122	
6353	-96	6353	-119	
6354	-99	6354	-116	
6355	-103	6355	-114	
6356	-100	6356	-113	
6357	-91	6357	-111	
6358	-85	6358	-108	
6359	-85	6359	-105	
6360	-86	6360	-103	
6361	-89	6361	-101	
6362	-92	6362	-100	
6363	-89	6363	-99	
6364	-83	6364	-97	
6365	-78	6365	-95	
6366	-84	6366	-93	
6367	-94	6367	-93	
6368	-99	6368	-93	
6369	-101	6369	-94	
6370	-98	6370	-95	
6371	-93	6371	-95	
6372	-96	6372	-95	
6373	-106	6373	-95	
6374	-115	6374	-97	
6375	-117	6375	-100	
6376	-112	6376	-101	
6377	-107	6377	-102	
6378	-106	6378	-103	
6379	-112	6379	-103	
6380	-122	6380	-105	
6381	-133	6381	-108	
6382	-136	6382	-111	
6383	-129	6383	-114	
6384	-126	6384	-115	
6385	-130	6385	-117	
6386	-139	6386	-119	
6387	-152	6387	-122	
6388	-160	6388	-126	
6389	-159	6389	-130	
6390	-151	6390	-133	
6391	-148	6391	-135	
6392	-153	6392	-137	
6393	-161	6393	-139	
6394	-166	6394	-142	
6395	-165	6395	-145	
6396	-160	6396	-147	
6397	-153	6397	-148	
6398	-150	6398	-149	
6399	-156	6399	-149	
6400	-164	6400	-150	
6401	-165	6401	-152	
6402	-161	6402	-154	
6403	-152	6403	-154	
6404	-144	6404	-153	
6405	-142	6405	-152	
6406	-146	6406	-151	
6407	-150	6407	-151	
6408	-144	6408	-150	
6409	-130	6409	-149	
6410	-117	6410	-146	
6411	-112	6411	-142	
6412	-115	6412	-138	
6413	-118	6413	-136	
6414	-118	6414	-134	
6415	-108	6415	-131	
6416	-95	6416	-128	
6417	-84	6417	-123	
6418	-79	6418	-118	
6419	-83	6419	-114	
6420	-85	6420	-110	
6421	-80	6421	-107	
6422	-69	6422	-103	
6423	-56	6423	-98	
6424	-50	6424	-93	
6425	-50	6425	-87	
6426	-56	6426	-83	
6427	-59	6427	-80	
6428	-51	6428	-77	
6429	-38	6429	-73	
6430	-30	6430	-69	
6431	-31	6431	-64	
6432	-35	6432	-60	
6433	-40	6433	-58	
6434	-41	6434	-56	
6435	-33	6435	-53	
6436	-25	6436	-50	
6437	-21	6437	-47	
6438	-27	6438	-44	
6439	-35	6439	-43	
6440	-39	6440	-42	
6441	-38	6441	-42	
6442	-34	6442	-41	
6443	-28	6443	-40	
6444	-31	6444	-38	
6445	-45	6445	-38	
6446	-58	6446	-40	
6447	-61	6447	-42	
6448	-57	6448	-44	
6449	-53	6449	-46	
6450	-55	6450	-47	
6451	-62	6451	-48	
6452	-74	6452	-50	
6453	-83	6453	-54	
6454	-85	6454	-57	
6455	-81	6455	-61	
6456	-81	6456	-63	
6457	-87	6457	-65	
6458	-95	6458	-68	
6459	-106	6459	-72	
6460	-112	6460	-77	
6461	-111	6461	-81	
6462	-104	6462	-84	
6463	-106	6463	-87	
6464	-120	6464	-90	
6465	-145	6465	-95	
6466	-175	6466	-103	
6467	-200	6467	-113	
6468	-216	6468	-124	
6469	-226	6469	-136	
6470	-223	6470	-147	
6471	-215	6471	-155	
6472	-199	6472	-162	
6473	-179	6473	-165	
6474	-168	6474	-166	
6475	-161	6475	-166	
6476	-166	6476	-165	
6477	-170	6477	-166	
6478	-173	6478	-166	
6479	-167	6479	-167	
6480	-153	6480	-166	
6481	-148	6481	-164	
6482	-140	6482	-162	
6483	-144	6483	-159	
6484	-147	6484	-158	
6485	-144	6485	-156	
6486	-139	6486	-155	
6487	-120	6487	-152	
6488	-111	6488	-147	
6489	-107	6489	-143	
6490	-107	6490	-138	
6491	-109	6491	-135	
6492	-105	6492	-132	
6493	-97	6493	-128	
6494	-89	6494	-124	
6495	-92	6495	-120	
6496	-99	6496	-117	
6497	-102	6497	-115	
6498	-103	6498	-113	
6499	-105	6499	-112	
6500	-104	6500	-111	
6501	-105	6501	-111	
6502	-106	6502	-110	
6503	-115	6503	-110	
6504	-124	6504	-111	
6505	-121	6505	-112	
6506	-126	6506	-114	
6507	-126	6507	-115	
6508	-128	6508	-117	
6509	-135	6509	-118	
6510	-144	6510	-121	
6511	-158	6511	-125	
6512	-156	6512	-128	
6513	-160	6513	-132	
6514	-167	6514	-136	
6515	-175	6515	-140	
6516	-183	6516	-145	
6517	-190	6517	-149	
6518	-197	6518	-155	
6519	-199	6519	-160	
6520	-202	6520	-165	
6521	-208	6521	-170	
6522	-216	6522	-175	
6523	-221	6523	-180	
6524	-226	6524	-185	
6525	-231	6525	-190	
6526	-232	6526	-195	
6527	-234	6527	-200	
6528	-243	6528	-204	
6529	-255	6529	-209	
6530	-259	6530	-215	
6531	-259	6531	-221	
6532	-256	6532	-225	
6533	-257	6533	-229	
6534	-260	6534	-232	
6535	-265	6535	-236	
6536	-275	6536	-240	
6537	-274	6537	-244	
6538	-270	6538	-248	
6539	-267	6539	-250	
6540	-267	6540	-252	
6541	-273	6541	-254	
6542	-275	6542	-257	
6543	-280	6543	-259	
6544	-276	6544	-261	
6545	-266	6545	-263	
6546	-259	6546	-263	
6547	-259	6547	-262	
6548	-265	6548	-262	
6549	-267	6549	-263	
6550	-263	6550	-263	
6551	-254	6551	-262	
6552	-245	6552	-261	
6553	-244	6553	-259	
6554	-247	6554	-257	
6555	-252	6555	-256	
6556	-255	6556	-256	
6557	-246	6557	-255	
6558	-237	6558	-254	
6559	-229	6559	-251	
6560	-227	6560	-248	
6561	-232	6561	-246	
6562	-232	6562	-245	
6563	-231	6563	-243	
6564	-226	6564	-241	
6565	-216	6565	-239	
6566	-210	6566	-236	
6567	-211	6567	-233	
6568	-218	6568	-231	
6569	-218	6569	-229	
6570	-213	6570	-228	
6571	-204	6571	-225	
6572	-199	6572	-222	
6573	-197	6573	-219	
6574	-199	6574	-217	
6575	-202	6575	-215	
6576	-198	6576	-213	
6577	-191	6577	-211	
6578	-186	6578	-208	
6579	-184	6579	-205	
6580	-185	6580	-203	
6581	-188	6581	-201	
6582	-191	6582	-199	
6583	-191	6583	-198	
6584	-186	6584	-197	
6585	-181	6585	-196	
6586	-183	6586	-194	
6587	-186	6587	-193	
6588	-189	6588	-192	
6589	-187	6589	-192	
6590	-180	6590	-191	
6591	-172	6591	-189	
6592	-168	6592	-187	
