"Encoder position","Step position","Speed","Engine current","Engine voltage","Power current","Power voltage","USB current","USB voltage","Current A","Current B","Current C","Voltage A","Voltage B","Voltage C","PWM level","Temperature","Joystick","Analog input","Time","General flags","GPIO flags"
142250469,142250468,0,35,35.83,35,35.83,0,0.00,54,-55,1,17.70,16.92,16.43,0.000,36.6,1811,1528,-1,0,16
142250469,142250468,0,35,35.82,35,35.82,0,0.00,42,-77,35,17.63,16.90,16.36,0.000,36.6,1813,1531,111,0,16
142250469,142250468,0,37,35.83,37,35.83,0,0.00,54,-59,5,17.60,16.83,16.36,0.000,36.5,1815,1532,218,0,16
142250469,142250468,0,36,35.83,36,35.83,0,0.00,64,-47,-17,17.63,16.82,16.38,0.000,36.6,1814,1532,323,0,16
142250469,142250468,0,37,35.84,37,35.84,0,0.00,66,-53,-13,17.56,16.82,16.34,0.000,36.6,1815,1533,436,0,16
142250469,142250468,0,37,35.83,37,35.83,0,0.00,50,-67,17,17.63,16.82,16.41,0.000,36.5,1819,1535,549,0,16
142250469,142250468,0,37,35.82,37,35.82,0,0.00,70,-57,-13,17.58,16.92,16.38,0.000,36.6,1816,1529,658,0,16
142250469,142250468,0,36,35.83,36,35.83,0,0.00,48,-65,17,17.68,16.90,16.46,0.000,36.5,1812,1530,769,0,16
142250469,142250468,0,37,35.81,37,35.81,0,0.00,58,-59,1,17.56,16.82,16.28,0.000,36.5,1816,1529,879,0,16
142250469,142250468,0,36,35.83,36,35.83,0,0.00,58,-61,3,17.56,16.82,16.29,0.000,36.6,1814,1531,990,0,16
142250469,142250468,0,36,35.83,36,35.83,0,0.00,30,-91,61,17.58,16.90,16.38,0.000,36.6,1813,1531,1099,0,16
142250469,142250468,0,36,35.83,36,35.83,0,0.00,66,-61,-5,17.56,16.82,16.34,0.000,36.6,1815,1531,1211,0,16
142250469,142250468,0,37,35.83,37,35.83,0,0.00,72,-47,-25,17.65,16.82,16.39,0.000,36.5,1819,1530,1321,0,16
142250469,142250468,0,37,35.83,37,35.83,0,0.00,44,-73,29,17.63,16.88,16.41,0.000,36.6,1813,1530,1428,0,16
142250469,142250468,0,34,35.83,34,35.83,0,0.00,60,-47,-13,17.68,16.94,16.51,0.000,36.6,1815,1531,1540,0,16
142250469,142250468,0,39,35.83,39,35.83,0,0.00,60,-53,-7,17.70,16.92,16.43,0.000,36.6,1816,1533,1650,0,16
142250469,142250468,0,37,35.83,37,35.83,0,0.00,46,-73,27,17.68,16.90,16.39,0.000,36.5,1816,1532,1762,0,16
142250469,142250468,0,37,35.83,37,35.83,0,0.00,60,-59,-1,17.68,16.90,16.36,0.000,36.6,1817,1532,1871,0,16
142250469,142250468,0,34,35.83,34,35.83,0,0.00,66,-57,-9,17.56,16.83,16.34,0.000,36.5,1817,1533,1982,0,16
142250469,142250468,0,36,35.84,36,35.84,0,0.00,56,-63,7,17.63,16.92,16.39,0.000,36.6,1814,1531,2083,0,16
142250469,142250468,0,37,35.81,37,35.81,0,0.00,30,-77,47,17.55,16.94,16.34,0.000,36.6,1813,1533,2196,0,16
142250469,142250468,0,37,35.83,37,35.83,0,0.00,42,-71,29,17.56,16.85,16.34,0.000,36.6,1816,1532,2308,0,16
142250469,142250468,0,39,35.83,39,35.83,0,0.00,54,-61,7,17.66,16.95,16.36,0.000,36.6,1815,1531,2419,0,16
142250469,142250468,0,37,35.84,37,35.84,0,0.00,62,-49,-13,17.61,16.95,16.39,0.000,36.6,1816,1531,2532,0,16
142250469,142250468,0,36,35.83,36,35.83,0,0.00,60,-51,-9,17.63,16.82,16.39,0.000,36.6,1814,1529,2636,0,16
142250469,142250468,0,36,35.82,36,35.82,0,0.00,58,-53,-5,17.56,16.87,16.38,0.000,36.5,1815,1530,2739,0,16
