"Encoder position","Step position","Speed","Engine current","Engine voltage","Power current","Power voltage","USB current","USB voltage","Current A","Current B","Current C","Voltage A","Voltage B","Voltage C","PWM level","Temperature","Joystick","Analog input","Time","General flags","GPIO flags"
56585,56563,178,152,35.80,152,35.80,0,0.00,-414,408,6,12.74,16.68,21.57,0.000,36.1,1659,1336,3170,0,16
61198,61180,178,159,35.80,159,35.80,0,0.00,-129,-281,410,15.53,21.29,13.97,0.000,36.0,1947,1566,3279,0,16
65896,65884,179,155,35.81,155,35.81,0,0.00,338,-212,-126,21.37,14.57,15.19,0.000,36.0,1820,1538,3389,0,16
70552,70538,179,157,35.81,157,35.81,0,0.00,-140,439,-299,15.68,13.43,21.86,0.000,36.1,1599,1302,3498,0,16
75253,75235,179,169,35.79,169,35.79,0,0.00,-353,-57,410,13.13,21.25,16.56,0.000,36.0,1875,1512,3608,0,16
79910,79897,178,152,35.82,152,35.82,0,0.00,362,-393,31,20.88,17.26,12.59,0.000,36.0,1919,1578,3717,0,16
84608,84593,177,150,35.80,150,35.80,0,0.00,106,314,-420,18.54,11.77,20.54,0.000,36.1,1608,1341,3827,0,16
89264,89248,178,155,35.78,155,35.78,0,0.00,-470,253,217,11.96,19.12,19.85,0.000,36.1,1746,1426,3936,0,16
94006,93997,178,145,35.81,145,35.81,0,0.00,165,-420,255,18.90,19.39,12.54,0.000,35.9,1961,1600,4047,0,16
98663,98652,178,148,35.81,148,35.81,0,0.00,340,70,-410,21.01,12.08,17.93,0.000,36.0,1697,1423,4155,0,16
103361,103349,179,173,35.79,173,35.79,0,0.00,-405,366,39,12.94,16.68,21.34,0.000,36.2,1641,1334,4265,0,16
107977,107967,179,165,35.81,165,35.81,0,0.00,-148,-279,427,15.70,21.32,14.28,0.000,36.0,1969,1600,4374,0,16
112589,112576,178,153,35.80,153,35.80,0,0.00,495,-299,-196,22.37,14.79,13.70,0.000,35.9,1860,1569,4482,0,16
117331,117311,177,168,35.79,168,35.79,0,0.00,-154,509,-355,15.58,12.81,22.52,0.000,36.1,1559,1313,4593,0,16
121944,121935,178,158,35.80,158,35.80,0,0.00,-401,32,369,12.69,20.74,17.39,0.000,36.1,1842,1492,4700,0,16
126645,126642,178,143,35.81,143,35.81,0,0.00,330,-414,84,20.81,17.29,12.59,0.000,36.0,1925,1579,4811,0,16
131258,131243,178,160,35.80,160,35.80,0,0.00,296,300,-596,20.51,10.35,20.24,0.000,36.1,1629,1370,4919,0,16
136000,135991,179,175,35.80,175,35.80,0,0.00,-464,280,184,11.93,18.76,20.15,0.000,36.2,1712,1401,5029,0,16
140571,140567,178,155,35.79,155,35.79,0,0.00,30,-355,325,17.43,20.27,13.20,0.000,36.0,1980,1616,5137,0,16
146039,146030,178,158,35.79,158,35.79,0,0.00,-53,459,-406,16.51,12.50,21.88,0.000,36.1,1582,1332,5265,0,16
151252,151247,179,167,35.81,167,35.81,0,0.00,-83,-307,390,16.19,21.18,13.69,0.000,36.0,1979,1611,5387,0,16
155309,155299,178,152,35.81,152,35.81,0,0.00,332,-557,225,20.49,19.27,11.01,0.000,36.0,1980,1629,5482,0,16
160606,160594,178,168,35.79,168,35.79,0,0.00,-226,507,-281,14.85,13.30,22.57,0.000,36.2,1559,1316,5605,0,16
164708,164701,178,161,35.79,161,35.79,0,0.00,-524,356,168,11.60,18.14,21.12,0.000,36.1,1691,1376,5701,0,16
169920,169913,178,151,35.79,151,35.79,0,0.00,386,-432,46,21.39,17.12,12.52,0.000,36.0,1927,1588,5824,0,16
174620,174607,177,162,35.79,162,35.79,0,0.00,112,372,-484,18.58,11.22,21.05,0.000,36.1,1580,1340,5934,0,16
179275,179268,178,165,35.80,165,35.80,0,0.00,-548,267,281,11.00,19.68,19.93,0.000,36.1,1757,1439,6043,0,16
183291,183290,178,148,35.80,148,35.80,0,0.00,-325,-97,422,13.43,21.35,16.02,0.000,36.1,1874,1510,6137,0,16
187991,187987,178,157,35.80,157,35.80,0,0.00,421,-407,-14,21.73,16.53,12.74,0.000,36.0,1903,1574,6247,0,16
193289,193281,178,163,35.80,163,35.80,0,0.00,-391,413,-22,13.08,16.02,21.78,0.000,36.1,1629,1326,6370,0,16
197902,197901,177,142,35.81,142,35.81,0,0.00,-172,-279,451,15.28,21.42,14.16,0.000,36.0,1947,1573,6479,0,16
202600,202596,178,154,35.79,154,35.79,0,0.00,475,-272,-203,22.20,14.68,13.97,0.000,36.0,1851,1559,6588,0,16
207256,207252,178,161,35.80,161,35.80,0,0.00,-115,521,-406,16.19,12.03,22.76,0.000,36.1,1580,1324,6697,0,16
211957,211954,178,159,35.80,159,35.80,0,0.00,-422,-13,435,12.55,21.08,17.24,0.000,36.1,1854,1499,6808,0,16
216655,216647,178,160,35.80,160,35.80,0,0.00,410,-546,136,21.62,17.83,11.28,0.000,35.9,1963,1615,6917,0,16
221356,221354,178,166,35.80,166,35.80,0,0.00,132,278,-410,18.68,12.11,20.03,0.000,36.1,1616,1342,7028,0,16
226098,226099,179,161,35.81,161,35.81,0,0.00,-414,173,241,12.60,19.12,19.24,0.000,36.1,1748,1437,7138,0,16
230710,230708,178,164,35.81,164,35.81,0,0.00,112,-418,306,18.29,20.10,12.43,0.000,36.0,2002,1641,7247,0,16
235452,235444,177,166,35.79,166,35.79,0,0.00,398,76,-474,21.51,11.42,17.95,0.000,36.0,1688,1417,7358,0,16
240109,240106,177,155,35.80,155,35.80,0,0.00,-428,453,-25,12.50,16.26,22.10,0.000,36.1,1641,1326,7466,0,16
244766,244766,179,160,35.79,160,35.79,0,0.00,-101,-226,327,15.46,21.22,14.13,0.000,36.0,1957,1580,7576,0,16
249423,249421,179,165,35.80,165,35.80,0,0.00,471,-232,-239,22.10,14.48,14.21,0.000,36.0,1849,1567,7685,0,16
254165,254165,178,158,35.81,158,35.81,0,0.00,-160,461,-301,15.40,13.48,22.06,0.000,36.2,1585,1310,7795,0,16
258777,258770,178,159,35.80,159,35.80,0,0.00,-498,0,498,11.54,22.17,16.95,0.000,36.1,1864,1506,7903,0,16
263519,263511,177,164,35.81,164,35.81,0,0.00,423,-484,43,21.76,17.22,11.81,0.000,35.9,1951,1608,8015,0,16
268132,268128,177,159,35.80,159,35.80,0,0.00,181,300,-481,19.29,11.30,20.39,0.000,36.1,1598,1345,8123,0,16
272918,272916,178,156,35.82,156,35.82,0,0.00,-472,213,259,11.81,19.68,19.34,0.000,36.2,1761,1444,8234,0,16
277489,277490,178,162,35.80,162,35.80,0,0.00,96,-395,299,18.10,20.10,12.62,0.000,36.0,2000,1641,8342,0,16
282914,282912,178,154,35.80,154,35.80,0,0.00,-140,491,-351,15.77,12.82,22.40,0.000,36.2,1584,1312,8469,0,16
287614,287613,178,159,35.79,159,35.79,0,0.00,-381,-43,424,12.89,21.22,16.77,0.000,36.1,1866,1506,8579,0,16
292398,292398,178,163,35.80,163,35.80,0,0.00,390,-359,-31,21.47,16.46,13.14,0.000,35.9,1913,1584,8691,0,16
297013,297010,178,153,35.80,153,35.80,0,0.00,112,344,-456,18.37,11.69,20.71,0.000,36.1,1605,1334,8798,0,16
301755,301750,178,162,35.78,162,35.78,0,0.00,-498,177,321,11.42,20.20,19.12,0.000,36.1,1786,1457,8910,0,16
306324,306320,178,159,35.80,159,35.80,0,0.00,136,-466,330,18.49,20.37,11.96,0.000,35.9,2003,1642,9017,0,16
311066,311066,177,149,35.80,149,35.80,0,0.00,336,88,-424,20.95,12.01,18.07,0.000,36.0,1690,1415,9128,0,16
315767,315772,179,154,35.82,154,35.82,0,0.00,-365,350,15,13.26,16.82,21.05,0.000,36.1,1664,1342,9238,0,16
320509,320511,179,164,35.80,164,35.80,0,0.00,-37,-333,370,16.61,20.76,13.43,0.000,36.0,1980,1608,9349,0,16
325207,325210,178,152,35.82,152,35.82,0,0.00,417,-101,-316,21.78,13.30,15.90,0.000,36.0,1780,1505,9458,0,16
329864,329861,178,166,35.81,166,35.81,0,0.00,-246,487,-241,14.46,14.04,22.42,0.000,36.2,1577,1307,9568,0,16
334476,334474,178,172,35.79,172,35.79,0,0.00,-367,-95,462,12.99,21.66,16.11,0.000,36.1,1903,1533,9676,0,16
339177,339182,178,151,35.80,151,35.80,0,0.00,366,-349,-17,21.15,16.50,13.09,0.000,36.0,1908,1584,9786,0,16
343790,343789,178,160,35.79,160,35.79,0,0.00,134,346,-480,18.71,11.27,20.88,0.000,36.1,1587,1344,9894,0,16
348405,348400,177,161,35.81,161,35.81,0,0.00,-536,300,236,11.32,19.10,20.54,0.000,36.2,1720,1407,10002,0,16
353062,353063,178,155,35.82,155,35.82,0,0.00,58,-397,339,17.90,20.22,12.69,0.000,36.0,1977,1606,10110,0,16
357716,357716,178,150,35.80,150,35.80,0,0.00,406,-19,-387,21.49,12.65,16.61,0.000,36.1,1733,1465,10219,0,16
362417,362419,178,166,35.80,166,35.80,0,0.00,-341,467,-126,13.30,15.33,22.13,0.000,36.2,1617,1313,10330,0,16
367115,367123,180,162,35.80,162,35.80,0,0.00,-154,-216,370,15.38,20.78,14.74,0.000,36.1,1924,1551,10439,0,16
371857,371854,178,154,35.80,154,35.80,0,0.00,568,-277,-291,23.18,13.65,13.94,0.000,36.0,1835,1551,10551,0,16
376472,376465,177,163,35.80,163,35.80,0,0.00,-154,549,-395,15.60,12.33,22.91,0.000,36.1,1555,1320,10659,0,16
381214,381214,178,168,35.81,168,35.81,0,0.00,-371,-51,422,13.03,21.00,16.70,0.000,36.1,1862,1505,10769,0,16
385783,385785,178,151,35.81,151,35.81,0,0.00,330,-466,136,20.71,18.22,11.88,0.000,36.0,1946,1589,10877,0,16
390569,390567,177,155,35.81,155,35.81,0,0.00,159,346,-505,19.03,11.08,20.85,0.000,36.1,1594,1341,10989,0,16
395140,395144,178,158,35.82,158,35.82,0,0.00,-411,259,152,12.62,18.05,20.08,0.000,36.1,1713,1392,11096,0,16
399797,399803,179,147,35.83,147,35.83,0,0.00,20,-351,331,17.31,20.25,13.18,0.000,36.0,1959,1587,11205,0,16
404368,404367,178,161,35.80,161,35.80,0,0.00,400,-121,-279,21.76,13.40,15.85,0.000,36.0,1784,1509,11312,0,16
409110,409108,178,168,35.80,168,35.80,0,0.00,-297,503,-206,14.02,14.35,22.62,0.000,36.1,1580,1313,11423,0,16
413765,413769,178,158,35.79,158,35.79,0,0.00,-281,-160,441,14.08,21.39,15.51,0.000,36.1,1913,1540,11532,0,16
418465,418467,178,160,35.81,160,35.81,0,0.00,419,-325,-94,21.71,15.72,13.36,0.000,36.0,1889,1585,11641,0,16
423078,423076,178,165,35.81,165,35.81,0,0.00,70,459,-529,18.04,10.86,22.03,0.000,36.1,1584,1331,11750,0,16
427779,427780,178,160,35.80,160,35.80,0,0.00,-450,143,307,12.10,19.98,18.61,0.000,36.1,1788,1468,11860,0,16
432477,432479,179,160,35.80,160,35.80,0,0.00,243,-450,207,19.73,18.95,12.21,0.000,36.0,1999,1649,11970,0,16
437092,437086,178,171,35.81,171,35.81,0,0.00,358,124,-482,21.01,11.55,18.31,0.000,36.1,1674,1408,12078,0,16
441832,441836,178,149,35.80,149,35.80,0,0.00,-414,362,52,12.65,17.22,21.05,0.000,36.1,1676,1351,12189,0,16
446532,446535,178,155,35.81,155,35.81,0,0.00,-41,-389,430,16.87,21.07,12.99,0.000,36.0,1980,1609,12298,0,16
451274,451272,178,161,35.81,161,35.81,0,0.00,483,-79,-404,22.28,12.30,16.11,0.000,36.0,1754,1481,12410,0,16
456016,456024,178,151,35.81,151,35.81,0,0.00,-287,360,-73,13.97,15.63,21.22,0.000,36.1,1632,1315,12521,0,16
460758,460762,178,156,35.82,156,35.82,0,0.00,-142,-264,406,15.51,21.08,14.30,0.000,36.0,1948,1579,12631,0,16
465371,465372,178,162,35.80,162,35.80,0,0.00,465,-299,-166,22.28,14.87,13.87,0.000,36.0,1856,1563,12740,0,16
470157,470160,178,153,35.79,153,35.79,0,0.00,-142,437,-295,15.46,13.65,21.69,0.000,36.1,1607,1298,12851,0,16
474770,474771,178,160,35.80,160,35.80,0,0.00,-395,-7,402,12.59,21.10,17.05,0.000,36.1,1850,1496,12960,0,16
479512,479514,179,160,35.81,160,35.81,0,0.00,338,-369,31,21.03,16.77,13.18,0.000,35.9,1916,1590,13071,0,16
484210,484217,179,152,35.80,152,35.80,0,0.00,50,253,-303,18.22,12.59,20.30,0.000,36.0,1621,1331,13181,0,16
488952,488957,179,162,35.79,162,35.79,0,0.00,-422,149,273,12.40,19.76,18.90,0.000,36.1,1773,1453,13292,0,16
493652,493645,177,170,35.80,170,35.80,0,0.00,241,-510,269,19.73,19.54,11.40,0.000,35.9,2013,1660,13401,0,16
498351,498356,178,155,35.80,155,35.80,0,0.00,286,167,-453,20.15,11.96,18.75,0.000,36.0,1678,1400,13512,0,16
503051,503057,178,155,35.78,155,35.78,0,0.00,-373,330,43,12.86,17.36,20.61,0.000,36.1,1685,1357,13622,0,16
507835,507840,179,160,35.81,160,35.81,0,0.00,64,-407,343,17.77,20.59,12.45,0.000,36.0,1984,1617,13734,0,16
512450,512456,178,151,35.82,151,35.82,0,0.00,390,-67,-323,21.47,13.30,16.26,0.000,36.0,1770,1497,13842,0,16
517833,517837,179,160,35.80,160,35.80,0,0.00,-420,88,332,12.42,20.20,18.22,0.000,36.1,1801,1475,13968,0,16
522575,522575,179,165,35.81,165,35.81,0,0.00,306,-426,120,20.35,18.19,12.32,0.000,36.0,1965,1618,14079,0,16
527317,527313,178,155,35.79,155,35.79,0,0.00,171,284,-455,19.47,11.13,20.42,0.000,36.1,1616,1350,14190,0,16
532056,532053,178,167,35.79,167,35.79,0,0.00,-508,247,261,11.54,19.49,19.97,0.000,36.1,1738,1422,14301,0,16
536842,536838,178,163,35.81,163,35.81,0,0.00,239,-484,245,19.75,19.66,11.72,0.000,35.9,1999,1646,14413,0,16
541540,541543,177,147,35.80,147,35.80,0,0.00,328,169,-497,20.64,11.54,18.80,0.000,36.0,1670,1390,14522,0,16
546241,546245,178,158,35.81,158,35.81,0,0.00,-375,312,63,12.94,17.39,20.66,0.000,36.1,1678,1360,14633,0,16
550939,550946,179,165,35.81,165,35.81,0,0.00,4,-363,359,16.95,20.98,12.96,0.000,36.0,1969,1601,14743,0,16
555639,555642,179,162,35.79,162,35.79,0,0.00,396,-63,-333,21.61,12.84,16.46,0.000,36.0,1753,1478,14853,0,16
560296,560294,178,168,35.80,168,35.80,0,0.00,-274,459,-185,14.38,14.40,22.20,0.000,36.1,1575,1303,14962,0,16
564994,564994,178,167,35.80,167,35.80,0,0.00,-268,-178,446,13.97,21.62,15.12,0.000,36.0,1938,1573,15072,0,16
569651,569658,179,152,35.81,152,35.81,0,0.00,346,-293,-53,21.10,16.06,13.80,0.000,36.0,1885,1572,15180,0,16
574308,574306,178,164,35.78,164,35.78,0,0.00,20,400,-420,17.65,11.84,21.51,0.000,36.1,1571,1329,15290,0,16
578964,578967,179,174,35.81,174,35.81,0,0.00,-422,141,281,12.28,19.73,18.78,0.000,36.1,1774,1459,15398,0,16
583621,583620,178,161,35.81,161,35.81,0,0.00,203,-470,267,19.34,19.58,11.94,0.000,36.0,1994,1642,15507,0,16
588278,588274,177,152,35.81,152,35.81,0,0.00,350,108,-458,21.05,11.74,18.21,0.000,36.0,1682,1411,15617,0,16
592891,592886,177,164,35.78,164,35.78,0,0.00,-373,431,-58,13.08,15.94,21.93,0.000,36.2,1619,1319,15725,0,16
597674,597679,178,161,35.82,161,35.82,0,0.00,-55,-307,362,16.41,20.74,13.67,0.000,36.0,1972,1605,15837,0,16
602246,602248,178,149,35.81,149,35.81,0,0.00,471,-228,-243,22.22,14.35,14.48,0.000,36.0,1826,1539,15944,0,16
606988,606987,178,164,35.79,164,35.79,0,0.00,-178,489,-311,15.12,13.52,22.23,0.000,36.2,1579,1317,16055,0,16
611559,611567,179,164,35.79,164,35.79,0,0.00,-311,8,303,13.47,20.34,17.17,0.000,36.1,1838,1492,16161,0,16
616301,616305,178,147,35.80,147,35.80,0,0.00,332,-405,73,21.01,17.26,12.69,0.000,36.0,1917,1574,16273,0,16
620958,620954,177,157,35.79,157,35.79,0,0.00,167,328,-495,19.03,11.32,20.64,0.000,36.0,1600,1350,16382,0,16
625614,625613,178,161,35.80,161,35.80,0,0.00,-492,300,192,11.45,19.10,20.25,0.000,36.1,1730,1412,16490,0,16
630227,630232,177,146,35.83,146,35.83,0,0.00,44,-426,382,17.68,20.76,12.40,0.000,36.0,1990,1623,16599,0,16
634928,634931,178,164,35.79,164,35.79,0,0.00,378,-15,-363,21.40,12.74,16.87,0.000,36.0,1733,1459,16709,0,16
639541,639545,179,168,35.80,168,35.80,0,0.00,-266,384,-118,14.33,15.09,21.45,0.000,36.2,1605,1310,16817,0,16
644197,644201,179,154,35.81,154,35.81,0,0.00,-248,-162,410,14.06,21.52,15.14,0.000,36.1,1915,1543,16926,0,16
648896,648899,178,157,35.82,157,35.82,0,0.00,451,-305,-146,21.89,15.51,13.43,0.000,36.0,1878,1578,17036,0,16
653552,653550,177,159,35.81,159,35.81,0,0.00,-21,400,-379,17.19,12.26,21.49,0.000,36.1,1584,1337,17145,0,16
658253,658255,178,149,35.80,149,35.80,0,0.00,-411,30,381,12.59,20.59,17.65,0.000,36.1,1817,1483,17255,0,16
662951,662956,178,160,35.80,160,35.80,0,0.00,269,-395,126,20.02,18.31,12.60,0.000,36.0,1970,1619,17365,0,16
667737,667733,178,163,35.80,163,35.80,0,0.00,191,328,-519,19.14,11.27,20.41,0.000,36.1,1600,1349,17477,0,16
672264,672265,177,150,35.81,150,35.81,0,0.00,-436,356,80,12.16,17.61,20.95,0.000,36.1,1684,1359,17583,0,16
677006,677004,178,154,35.81,154,35.81,0,0.00,24,-466,442,17.49,21.34,12.04,0.000,36.0,1990,1627,17694,0,16
681705,681702,177,160,35.81,160,35.81,0,0.00,485,-35,-450,22.49,11.96,16.60,0.000,36.0,1739,1471,17804,0,16
686447,686455,178,152,35.82,152,35.82,0,0.00,-299,356,-57,13.77,15.92,21.08,0.000,36.1,1635,1324,17914,0,16
691062,691065,179,158,35.81,158,35.81,0,0.00,-212,-204,416,14.70,21.56,14.77,0.000,36.0,1932,1562,18023,0,16
695804,695806,178,170,35.81,170,35.81,0,0.00,477,-309,-168,22.64,14.46,13.86,0.000,36.0,1847,1563,18134,0,16
700381,700412,178,143,35.81,143,35.81,0,0.00,-15,161,-146,16.95,14.92,19.12,0.000,36.1,1654,1344,18242,0,16
704664,704692,157,114,35.81,114,35.81,0,0.00,-206,179,27,14.52,17.27,18.98,0.000,36.1,1719,1395,18353,0,16
708391,708389,135,106,35.82,106,35.82,0,0.00,-341,213,128,13.35,18.04,19.51,0.000,36.1,1754,1445,18463,0,16
711571,711581,115,77,35.81,77,35.81,0,0.00,-194,278,-84,15.11,15.65,20.19,0.000,36.1,1696,1388,18572,0,16
714244,714271,96,64,35.83,64,35.83,0,0.00,159,38,-197,19.07,14.45,17.61,0.000,36.1,1708,1416,18681,0,16
716393,716418,76,51,35.83,51,35.83,0,0.00,-59,-154,213,16.53,18.92,15.58,0.000,36.0,1880,1515,18789,0,16
718015,718047,59,46,35.83,46,35.83,0,0.00,50,38,-88,17.71,15.67,17.60,0.000,36.0,1728,1430,18895,0,16
719224,719255,37,40,35.82,40,35.82,0,0.00,-85,46,39,16.28,17.02,17.66,0.000,36.0,1815,1525,19009,0,16
719852,719892,18,32,35.83,32,35.83,0,0.00,2,6,-8,17.10,16.80,17.07,0.000,36.1,1813,1527,19116,0,16
720000,720041,1,31,35.81,31,35.81,0,0.00,12,10,-22,17.22,16.41,17.22,0.000,36.0,1743,1441,19225,0,16
720000,720038,0,31,35.81,31,35.81,0,0.00,0,12,-12,17.22,16.38,17.22,0.000,36.2,1702,1396,19334,0,16
720000,720037,0,31,35.84,31,35.84,0,0.00,10,30,-40,17.22,16.28,17.34,0.000,36.1,1775,1480,19444,0,16
720000,720036,0,32,35.83,32,35.83,0,0.00,10,34,-44,17.26,16.44,17.41,0.000,36.0,1864,1569,19553,0,16
720000,720033,0,34,35.83,34,35.83,0,0.00,10,18,-28,17.27,16.31,17.38,0.000,36.0,1690,1383,19662,0,16
720000,720032,0,34,35.85,34,35.85,0,0.00,24,42,-66,17.09,16.39,17.22,0.000,35.9,1868,1568,19773,0,16
720000,720031,0,35,35.83,35,35.83,0,0.00,26,48,-74,17.39,16.11,17.55,0.000,35.9,1772,1486,19878,0,16
720000,720028,0,33,35.83,33,35.83,0,0.00,4,18,-22,17.10,16.48,17.22,0.000,36.0,1852,1540,19983,0,16
720000,720028,0,35,35.83,35,35.83,0,0.00,0,14,-14,17.22,16.19,17.46,0.000,35.9,1857,1578,20095,0,16
720000,720025,0,34,35.85,34,35.85,0,0.00,0,18,-18,17.19,16.29,17.29,0.000,36.1,1755,1455,20209,0,16
720000,720024,0,32,35.83,32,35.83,0,0.00,20,30,-50,17.26,16.44,17.39,0.000,35.9,1871,1569,20318,0,16
720000,720024,0,35,35.83,35,35.83,0,0.00,18,38,-56,17.24,16.16,17.49,0.000,35.9,1854,1577,20429,0,16
720000,720021,0,33,35.85,33,35.85,0,0.00,22,40,-62,17.29,16.21,17.36,0.000,36.1,1757,1465,20534,0,16
720000,720020,0,34,35.83,34,35.83,0,0.00,26,42,-68,17.14,16.51,17.22,0.000,35.9,1871,1559,20638,0,16
720000,720020,0,34,35.84,34,35.84,0,0.00,22,44,-66,17.22,16.21,17.36,0.000,35.9,1857,1576,20756,0,16
720000,720018,0,34,35.84,34,35.84,0,0.00,22,40,-62,17.36,16.00,17.46,0.000,36.0,1708,1412,20865,0,16
720000,720017,0,33,35.83,33,35.83,0,0.00,16,38,-54,17.33,16.16,17.43,0.000,36.1,1759,1467,20975,0,16
720000,720016,0,33,35.84,33,35.84,0,0.00,18,28,-46,17.17,16.39,17.33,0.000,35.9,1871,1567,21085,0,16
