35201777,7.37280036
35201899,8.32853374
35202017,8.05546706
35202132,7.85066705
35202260,8.73813376
35202386,8.60160042
35202524,9.42080046
35202689,11.26400055
35202853,11.19573388
35203025,11.74186724
35203212,12.76586729
35203426,14.60906738
35203642,14.74560072
35203878,16.11093412
35204123,16.72533415
35204394,18.50026757
35204667,18.63680091
35204961,20.07040098
35205260,20.41173433
35205564,20.75306768
35205884,21.8453344
35206196,21.29920104
35206527,22.59626777
35206841,21.43573438
35207176,22.86933445
35207519,23.41546781
35207858,23.14240113
35208185,22.32320109
35208506,21.91360107
35208835,22.45973443
35209161,22.25493442
35209524,24.78080121
35209854,22.5280011
35210207,24.09813451
35210593,26.35093462
35210983,26.6240013
35211382,27.23840133
35211801,28.60373473
35212224,28.87680141
35212681,31.19786819
35213160,32.69973493
35213618,31.26613486
35214080,31.53920154
35214590,34.8160017
35215086,33.86026832
35215604,35.36213506
35216139,36.52266845
35216659,35.4986684
35217181,35.63520174
35217713,36.31786844
35218242,36.11306843
35218816,39.18506858
35219353,36.65920179
35219926,39.11680191
35220474,37.41013516
35221050,39.32160192
35221623,39.11680191
35222209,40.00426862
35222791,39.73120194
35223363,39.04853524
35223969,41.36960202
35224563,40.55040198
35225113,37.5466685
35225785,45.87520224
35226391,41.36960202
35227016,42.66666875
35227642,42.73493542
35228285,43.89546881
35228923,43.55413546
35229608,46.76266895
35230230,42.46186874
35230966,50.24426912
35231639,45.94346891
35232347,48.33280236
35233008,45.12426887
35233654,44.10026882
35234412,51.74613586
35235106,47.37706898
35235832,49.56160242
35236568,50.24426912
35237315,50.99520249
35237994,46.35306893
35238771,53.04320259
35239564,54.13546931
35240297,50.03946911
35241136,57.27573613
35241917,53.31626927
35242695,53.11146926
35243523,56.52480276
35244369,57.75360282
35245236,59.18720289
35246069,56.86613611
35246954,60.41600295
35247811,58.50453619
35248688,59.86986959
35249583,61.09866965
35250490,61.91786969
35251456,65.94560322
35252366,62.1226697
35253309,64.37546981
35254206,61.23520299
35255153,64.64853649
35256035,60.21120294
35256949,62.39573638
35257896,64.64853649
35258849,65.05813651
35259809,65.5360032
35260731,62.94186974
35261657,63.21493642
35262605,64.71680316
35263622,69.42720339
35264475,58.23146951
35265472,68.06186999
35266422,64.8533365
35267432,68.9493367
35268417,67.24266995
35269381,65.80906988
35270439,72.22613686
35271445,68.67627002
35272445,68.26667
35273472,70.10987009
35274543,73.11360357
35275454,62.19093637
35276478,69.90507008
35277479,68.33493667
35278487,68.81280336
35279450,65.74080321
35280437,67.37920329
35281405,66.08213656
35282349,64.44373648
35283337,67.44746996
35284268,63.55626977
35285251,67.10613661
35286234,67.10613661
35287161,63.28320309
35288089,63.35146976
35289087,68.13013666
35290013,63.21493642
35290990,66.69653659
35291952,65.67253654
35292879,63.28320309
35293819,64.1706698
35294836,69.42720339
35295780,64.44373648
35296814,70.58773678
35297762,64.71680316
35298741,66.83306993
35299676,63.82933645
35300686,68.9493367
35301651,65.87733655
35302626,66.56000325
35303621,67.92533665
35304561,64.1706698
35305586,69.97333675
35306540,65.12640318
35307522,67.03786994
35308499,66.69653659
35309447,64.71680316
35310382,63.82933645
35311372,67.5840033
35312355,67.10613661
35313324,66.15040323
35314265,64.23893647
35315223,65.39946986
35316153,63.4880031
35317102,64.78506983
35318077,66.56000325
35319016,64.10240313
35320013,68.06186999
35320930,62.60053639
35321868,64.03413646
35322781,62.32746971
35323814,70.51947011
35324747,63.69280311
35325680,63.69280311
35326604,63.07840308
35327573,66.15040323
35328512,64.10240313
35329531,69.56373673
35330442,62.19093637
35331425,67.10613661
35332353,63.35146976
35333313,65.5360032
35334282,66.15040323
35335240,65.39946986
35336207,66.01386989
35337152,64.51200315
35338095,64.37546981
35339014,62.73706973
35339984,66.2186699
35340918,63.76106978
35341868,64.8533365
35342804,63.89760312
35343755,64.92160317
35344683,63.35146976
35345616,63.69280311
35346524,61.98613636
35347482,65.39946986
35348407,63.14666975
35349316,62.05440303
35350210,61.03040298
35351206,67.99360332
35352113,61.91786969
35352983,59.3920029
35353875,60.89386964
35354825,64.8533365
35355708,60.27946961
35356659,64.92160317
35357551,60.89386964
35358502,64.92160317
35359392,60.7573363
35360331,64.10240313
35361288,65.33120319
35362206,62.66880306
35363138,63.62453644
35364082,64.44373648
35365050,66.08213656
35365954,61.71306968
35366950,67.99360332
35367830,60.0746696
