x, y
0.05190677966101695, 9.301074798357043
0.10752118644067794, 12.025093212596037
0.22245762711864409, 14.892476411500727
0.36334745762711856, 20.053766169529176
0.44491525423728806, 24.42652336021906
0.4931146330752615, 27.72401622659923
0.5672671754481428, 31.236558457617708
0.6117584745762711, 33.745518756659315
0.7081567796610169, 37.32974775529018
0.8193855932203388, 40.05376288806952
0.9788135593220337, 42.777778020848864
1.208686440677966, 41.84587738738495
1.4830508474576272, 41.12903158765878
1.646186440677966, 41.272398559964245
1.8538135593220337, 41.917563061177454
1.9984110169491525, 40.91397566010116
2.150423728813559, 38.47670322249182
2.3098516949152543, 33.243728884490764
2.469279661016949, 28.870969506161106
2.676906779661017, 22.27598596104054
2.8511652542372885, 16.827955695481858
2.9772245762711864, 13.315415652103148
3.247881355932203, 9.444448333581814
