x, y
0.015373352855051163, 4.253737691197452
0.04099560761346977, 5.485080834564578
0.05636896046852108, 6.492543406410404
0.08199121522693983, 7.61194626401688
0.09736456808199115, 8.843289407384006
0.12298682284040989, 10.074625718458297
0.1486090775988285, 11.305975694118253
0.17423133235724725, 12.425378551724728
0.1947291361639823, 13.656721695091848
0.2101024890190336, 14.888064838458973
0.24084950750080056, 16.00746769606546
0.27672035139092227, 17.23881083943258
0.28184480234260584, 18.022392839757114
0.29721815519765715, 19.25373598312424
0.31771627177605666, 20.037317983448773
0.34333852653447544, 21.268654294523063
0.35871156661786224, 22.500004270183016
0.384333821376281, 24.067168270832088
0.4253294289897508, 26.082093414523747
0.471449800326569, 28.544779701257998
0.5124450951683748, 30.559704844949657
0.5534407027818445, 32.91045084592326
0.5893118594436308, 34.92537598961491
0.6354319180087844, 37.27612199058852
0.6713030746705707, 39.17910684851953
0.6969253294289897, 41.082091706450534
0.7430453879941431, 42.98507656438155
0.768667642752562, 44.88805800616615
0.7891654465592972, 46.34328513720098
0.8352855051244507, 47.91044913785005
0.8762811127379208, 49.58955342425977
0.9224011713030745, 51.04477372300177
0.968521229868228, 52.72387800941148
1.030014641288433, 53.955224568925026
1.1017569546120056, 54.96268201655123
1.1786237188872617, 55.634328855334736
1.2554904831625182, 55.85820771878283
1.332357247437774, 55.522383445354464
1.4092240117130304, 55.746267433022176
1.4758418740849193, 55.410448283813444
1.537335285505124, 55.410448283813444
1.6090775988286967, 54.96268201655123
1.6808199121522691, 54.51492599772826
1.742313323572474, 53.955224568925026
1.8140556368960468, 53.731343997403734
1.8857979502196187, 53.1716425686005
1.9524158125915079, 52.61194113979725
1.9985358711566612, 52.052239710994016
2.049780380673499, 51.604475151805005
2.1010248901903363, 50.70895628186624
2.157393850658857, 49.58955342425977
2.2035139092240112, 48.35821028089264
2.2598828696925324, 46.79104628024358
2.2906295754026345, 45.2238822795945
2.3316251830161048, 43.54477799318479
2.3674963396778916, 41.641793135253785
2.4033674963396776, 39.29104371813376
2.4443631039531475, 37.164181704827875
2.485358711566618, 34.813432287707855
2.536603221083455, 32.798510560162605
2.5827232796486084, 30.000003416146416
2.6288433382137617, 27.87313798669411
2.6852122986822833, 24.96269055691727
2.7364568081991214, 22.16418341290108
2.797950219619326, 18.694034554321004
2.8748169838945823, 15.111938577687445
2.9568081991215225, 10.41045340803307
3.0285505124450944, 6.604483692171055
3.0849194729136156, 3.9179100016226784
