X,Y,Z,X2,Y2,Z2,X_blur,Y_blur,Z_blur,time
-6.3e-06,1.03e-05,4.6e-06,-1.26e-05,2.06e-05,9.2e-06,0.0599999999999999,0.179999999999998,0,4940.4
-6.3e-06,1.05e-05,4.5e-06,-1.26e-05,2.1e-05,9e-06,0,0.36,-0.18,4940.6
-5.9e-06,1.06e-05,4.7e-06,-1.18e-05,2.12e-05,9.4e-06,0.24,0.180000000000001,0.36,4940.8
-5.6e-06,1.07e-05,4.7e-06,-1.12e-05,2.14e-05,9.4e-06,0.18,0.179999999999998,0,4941
-5.2e-06,1.07e-05,4.7e-06,-1.04e-05,2.14e-05,9.4e-06,0.24,0,0,4941.2
-4.9e-06,1.09e-05,5e-06,-9.8e-06,2.18e-05,1e-05,0.18,0.360000000000003,0.540000000000001,4941.4
-4.5e-06,1.08e-05,4.9e-06,-9e-06,2.16e-05,9.8e-06,0.24,-0.180000000000001,-0.180000000000001,4941.6
-4.2e-06,1.08e-05,5.1e-06,-8.4e-06,2.16e-05,1.02e-05,0.18,0,0.360000000000001,4941.8
-4.1e-06,1.08e-05,5.2e-06,-8.2e-06,2.16e-05,1.04e-05,0.0599999999999999,0,0.18,4942
-4.2e-06,1.08e-05,5.5e-06,-8.4e-06,2.16e-05,1.1e-05,-0.0599999999999999,0,0.539999999999999,4942.2
-4.6e-06,1.07e-05,5.7e-06,-9.2e-06,2.14e-05,1.14e-05,-0.24,-0.180000000000001,0.36,4942.4
-4.9e-06,1.05e-05,5.6e-06,-9.8e-06,2.1e-05,1.12e-05,-0.18,-0.36,-0.18,4942.6
-5.3e-06,1.04e-05,5.6e-06,-1.06e-05,2.08e-05,1.12e-05,-0.24,-0.179999999999998,0,4942.8
-5.5e-06,1.04e-05,5.9e-06,-1.1e-05,2.08e-05,1.18e-05,-0.12,0,0.540000000000001,4943
-6.1e-06,9.7e-06,5.5e-06,-1.22e-05,1.94e-05,1.1e-05,-0.36,-1.26,-0.720000000000001,4943.2
-6.4e-06,9.6e-06,5.5e-06,-1.28e-05,1.92e-05,1.1e-05,-0.18,-0.180000000000001,0,4943.4
-6.4e-06,9.3e-06,5.4e-06,-1.28e-05,1.86e-05,1.08e-05,0,-0.539999999999998,-0.18,4943.6
-6e-06,9.4e-06,5.4e-06,-1.2e-05,1.88e-05,1.08e-05,0.24,0.179999999999998,0,4943.8
-5.3e-06,9.7e-06,5.2e-06,-1.06e-05,1.94e-05,1.04e-05,0.42,0.540000000000001,-0.36,4944
-5e-06,9.5e-06,5e-06,-1e-05,1.9e-05,1e-05,0.18,-0.36,-0.36,4944.2
-4.5e-06,9.6e-06,4.7e-06,-9e-06,1.92e-05,9.4e-06,0.3,0.179999999999998,-0.540000000000001,4944.4
-4.1e-06,1e-05,4.7e-06,-8.2e-06,2e-05,9.4e-06,0.24,0.720000000000002,0,4944.6
-3.8e-06,9.9e-06,4.6e-06,-7.6e-06,1.98e-05,9.2e-06,0.18,-0.180000000000001,-0.18,4944.8
-3.6e-06,9.9e-06,4.5e-06,-7.2e-06,1.98e-05,9e-06,0.12,0,-0.18,4945
-3.6e-06,1.02e-05,4.4e-06,-7.2e-06,2.04e-05,8.8e-06,0,0.540000000000001,-0.18,4945.2
-4e-06,1.01e-05,4.1e-06,-8e-06,2.02e-05,8.2e-06,-0.24,-0.180000000000001,-0.540000000000001,4945.4
-4.5e-06,1.02e-05,4.1e-06,-9e-06,2.04e-05,8.2e-06,-0.3,0.180000000000001,0,4945.6
-5e-06,1.04e-05,4.1e-06,-1e-05,2.08e-05,8.2e-06,-0.3,0.36,0,4945.8
-5.5e-06,1.03e-05,4e-06,-1.1e-05,2.06e-05,8e-06,-0.3,-0.180000000000001,-0.18,4946
-6.2e-06,1.03e-05,3.9e-06,-1.24e-05,2.06e-05,7.8e-06,-0.42,0,-0.18,4946.2
-6.4e-06,1.02e-05,4.1e-06,-1.28e-05,2.04e-05,8.2e-06,-0.12,-0.179999999999998,0.36,4946.4
-6.7e-06,1.03e-05,4.1e-06,-1.34e-05,2.06e-05,8.2e-06,-0.18,0.179999999999998,0,4946.6
-6.6e-06,1.02e-05,4.2e-06,-1.32e-05,2.04e-05,8.4e-06,0.0599999999999999,-0.179999999999998,0.18,4946.8
-6.5e-06,1.04e-05,4.3e-06,-1.3e-05,2.08e-05,8.6e-06,0.0600000000000004,0.36,0.180000000000001,4947
-6.2e-06,1.05e-05,4.5e-06,-1.24e-05,2.1e-05,9e-06,0.18,0.179999999999998,0.36,4947.2
-6e-06,1.06e-05,4.6e-06,-1.2e-05,2.12e-05,9.2e-06,0.12,0.180000000000001,0.18,4947.4
-5.8e-06,1.04e-05,4.6e-06,-1.16e-05,2.08e-05,9.2e-06,0.12,-0.36,0,4947.6
-5.8e-06,1.04e-05,4.8e-06,-1.16e-05,2.08e-05,9.6e-06,0,0,0.36,4947.8
-5.6e-06,1.04e-05,4.8e-06,-1.12e-05,2.08e-05,9.6e-06,0.12,0,0,4948
-5.7e-06,1.03e-05,4.8e-06,-1.14e-05,2.06e-05,9.6e-06,-0.0599999999999999,-0.180000000000001,0,4948.2
-6.4e-06,1.01e-05,5e-06,-1.28e-05,2.02e-05,1e-05,-0.42,-0.36,0.360000000000001,4948.4
-7e-06,1.01e-05,5.1e-06,-1.4e-05,2.02e-05,1.02e-05,-0.36,0,0.18,4948.6
-7.5e-06,9.8e-06,5.2e-06,-1.5e-05,1.96e-05,1.04e-05,-0.3,-0.540000000000001,0.18,4948.8
-8.2e-06,9.8e-06,4.9e-06,-1.64e-05,1.96e-05,9.8e-06,-0.42,0,-0.540000000000001,4949
-8.7e-06,9.6e-06,5e-06,-1.74e-05,1.92e-05,1e-05,-0.3,-0.36,0.180000000000001,4949.2
-9.1e-06,9.5e-06,5e-06,-1.82e-05,1.9e-05,1e-05,-0.24,-0.179999999999998,0,4949.4
-9e-06,9.5e-06,4.6e-06,-1.8e-05,1.9e-05,9.2e-06,0.0599999999999994,0,-0.720000000000001,4949.6
-9e-06,9.5e-06,4.6e-06,-1.8e-05,1.9e-05,9.2e-06,0,0,0,4949.8
-9.1e-06,9.7e-06,4.7e-06,-1.82e-05,1.94e-05,9.4e-06,-0.0599999999999994,0.36,0.18,4950
-8.5e-06,9.9e-06,4.5e-06,-1.7e-05,1.98e-05,9e-06,0.36,0.36,-0.36,4950.2
-8.3e-06,1.01e-05,4.5e-06,-1.66e-05,2.02e-05,9e-06,0.12,0.36,0,4950.4
-8e-06,1e-05,4.4e-06,-1.6e-05,2e-05,8.8e-06,0.18,-0.179999999999998,-0.18,4950.6
-7.8e-06,1e-05,4.2e-06,-1.56e-05,2e-05,8.4e-06,0.12,0,-0.360000000000001,4950.8
-7.5e-06,1.03e-05,4.4e-06,-1.5e-05,2.06e-05,8.8e-06,0.18,0.539999999999998,0.360000000000001,4951
-7.7e-06,1.01e-05,4.3e-06,-1.54e-05,2.02e-05,8.6e-06,-0.12,-0.36,-0.18,4951.2
-7.8e-06,9.9e-06,4.2e-06,-1.56e-05,1.98e-05,8.4e-06,-0.0599999999999994,-0.36,-0.180000000000001,4951.4
-8.5e-06,9.7e-06,4e-06,-1.7e-05,1.94e-05,8e-06,-0.42,-0.36,-0.36,4951.6
-8.9e-06,9.7e-06,4.2e-06,-1.78e-05,1.94e-05,8.4e-06,-0.24,0,0.36,4951.8
-9.1e-06,9.6e-06,4.2e-06,-1.82e-05,1.92e-05,8.4e-06,-0.12,-0.180000000000001,0,4952
-9.7e-06,9.4e-06,4.3e-06,-1.94e-05,1.88e-05,8.6e-06,-0.360000000000001,-0.36,0.180000000000001,4952.2
-1.02e-05,9.2e-06,4.2e-06,-2.04e-05,1.84e-05,8.4e-06,-0.3,-0.36,-0.180000000000001,4952.4
-1.06e-05,9e-06,4.4e-06,-2.12e-05,1.8e-05,8.8e-06,-0.24,-0.36,0.360000000000001,4952.6
-1.07e-05,8.5e-06,4.4e-06,-2.14e-05,1.7e-05,8.8e-06,-0.0599999999999994,-0.900000000000001,0,4952.8
-1.08e-05,8.3e-06,4.4e-06,-2.16e-05,1.66e-05,8.8e-06,-0.0600000000000004,-0.36,0,4953
-1.01e-05,8.5e-06,4.5e-06,-2.02e-05,1.7e-05,9e-06,0.42,0.36,0.18,4953.2
-9.8e-06,8.3e-06,4.5e-06,-1.96e-05,1.66e-05,9e-06,0.18,-0.36,0,4953.4
-9.6e-06,8.4e-06,4.4e-06,-1.92e-05,1.68e-05,8.8e-06,0.12,0.179999999999998,-0.18,4953.6
-9.3e-06,8.2e-06,4.4e-06,-1.86e-05,1.64e-05,8.8e-06,0.179999999999999,-0.36,0,4953.8
-9.3e-06,8.2e-06,4.4e-06,-1.86e-05,1.64e-05,8.8e-06,0,0,0,4954
-1.08e-05,7.2e-06,3.9e-06,-2.16e-05,1.44e-05,7.8e-06,-0.899999999999999,-1.8,-0.900000000000001,4954.2
-1.11e-05,7e-06,3.6e-06,-2.22e-05,1.4e-05,7.2e-06,-0.18,-0.36,-0.54,4954.4
-1.14e-05,6.8e-06,3.6e-06,-2.28e-05,1.36e-05,7.2e-06,-0.179999999999999,-0.36,0,4954.6
-1.15e-05,6.7e-06,3.4e-06,-2.3e-05,1.34e-05,6.8e-06,-0.0600000000000004,-0.18,-0.36,4954.8
-1.14e-05,6.6e-06,3.4e-06,-2.28e-05,1.32e-05,6.8e-06,0.0600000000000004,-0.18,0,4955
-1.14e-05,6.5e-06,3.4e-06,-2.28e-05,1.3e-05,6.8e-06,0,-0.180000000000001,0,4955.2
-1.1e-05,6.5e-06,3.4e-06,-2.2e-05,1.3e-05,6.8e-06,0.24,0,0,4955.4
-1.08e-05,6.4e-06,3.4e-06,-2.16e-05,1.28e-05,6.8e-06,0.12,-0.18,0,4955.6
-1.05e-05,6.2e-06,3.3e-06,-2.1e-05,1.24e-05,6.6e-06,0.18,-0.36,-0.18,4955.8
-1e-05,6.2e-06,3.3e-06,-2e-05,1.24e-05,6.6e-06,0.299999999999999,0,0,4956
-1.01e-05,6.2e-06,3.3e-06,-2.02e-05,1.24e-05,6.6e-06,-0.0599999999999994,0,0,4956.2
-9.9e-06,6.3e-06,3.4e-06,-1.98e-05,1.26e-05,6.8e-06,0.12,0.18,0.18,4956.4
-1.01e-05,6.4e-06,3.4e-06,-2.02e-05,1.28e-05,6.8e-06,-0.12,0.18,0,4956.6
-1.03e-05,6.4e-06,3.6e-06,-2.06e-05,1.28e-05,7.2e-06,-0.12,0,0.36,4956.8
-1.06e-05,6.5e-06,3.5e-06,-2.12e-05,1.3e-05,7e-06,-0.18,0.18,-0.18,4957
-1.11e-05,6.6e-06,3.6e-06,-2.22e-05,1.32e-05,7.2e-06,-0.3,0.180000000000001,0.18,4957.2
-1.14e-05,6.6e-06,3.6e-06,-2.28e-05,1.32e-05,7.2e-06,-0.179999999999999,0,0,4957.4
-1.18e-05,6.4e-06,3.5e-06,-2.36e-05,1.28e-05,7e-06,-0.240000000000001,-0.360000000000001,-0.18,4957.6
-1.22e-05,6.4e-06,3.7e-06,-2.44e-05,1.28e-05,7.4e-06,-0.24,0,0.36,4957.8
-1.24e-05,6.2e-06,3.5e-06,-2.48e-05,1.24e-05,7e-06,-0.12,-0.36,-0.36,4958
-1.2e-05,6.6e-06,3.3e-06,-2.4e-05,1.32e-05,6.6e-06,0.24,0.720000000000001,-0.36,4958.2
-1.16e-05,6.6e-06,3.3e-06,-2.32e-05,1.32e-05,6.6e-06,0.24,0,0,4958.4
-1.13e-05,6.7e-06,3.2e-06,-2.26e-05,1.34e-05,6.4e-06,0.18,0.18,-0.180000000000001,4958.6
-1.07e-05,7.1e-06,3.1e-06,-2.14e-05,1.42e-05,6.2e-06,0.360000000000001,0.719999999999999,-0.18,4958.8
-1.05e-05,7e-06,2.9e-06,-2.1e-05,1.4e-05,5.8e-06,0.12,-0.18,-0.36,4959
-1e-05,7.3e-06,2.8e-06,-2e-05,1.46e-05,5.6e-06,0.299999999999999,0.540000000000001,-0.180000000000001,4959.2
-9.9e-06,7.4e-06,2.6e-06,-1.98e-05,1.48e-05,5.2e-06,0.0600000000000004,0.18,-0.36,4959.4
-9.9e-06,7.4e-06,2.4e-06,-1.98e-05,1.48e-05,4.8e-06,0,0,-0.36,4959.6
-1.01e-05,7.3e-06,2.4e-06,-2.02e-05,1.46e-05,4.8e-06,-0.12,-0.18,0,4959.8
-1.05e-05,7.4e-06,2.4e-06,-2.1e-05,1.48e-05,4.8e-06,-0.24,0.18,0,4960
-1.08e-05,7.3e-06,2.2e-06,-2.16e-05,1.46e-05,4.4e-06,-0.18,-0.18,-0.36,4960.2
-1.11e-05,7e-06,1.9e-06,-2.22e-05,1.4e-05,3.8e-06,-0.18,-0.540000000000001,-0.54,4960.4
-1.13e-05,7.2e-06,2.1e-06,-2.26e-05,1.44e-05,4.2e-06,-0.12,0.36,0.36,4960.6
-1.17e-05,7.1e-06,2.1e-06,-2.34e-05,1.42e-05,4.2e-06,-0.24,-0.18,0,4960.8
-1.17e-05,6.9e-06,1.9e-06,-2.34e-05,1.38e-05,3.8e-06,0,-0.36,-0.36,4961
-1.13e-05,6.9e-06,1.9e-06,-2.26e-05,1.38e-05,3.8e-06,0.24,0,0,4961.2
-1.11e-05,6.8e-06,1.8e-06,-2.22e-05,1.36e-05,3.6e-06,0.12,-0.18,-0.18,4961.4
-1.09e-05,6.8e-06,1.8e-06,-2.18e-05,1.36e-05,3.6e-06,0.12,0,0,4961.6
-1.04e-05,7e-06,2e-06,-2.08e-05,1.4e-05,4e-06,0.3,0.36,0.36,4961.8
-1.04e-05,7e-06,1.9e-06,-2.08e-05,1.4e-05,3.8e-06,0,0,-0.18,4962
-9.8e-06,7.1e-06,2e-06,-1.96e-05,1.42e-05,4e-06,0.360000000000001,0.18,0.18,4962.2
-9.7e-06,7.2e-06,2e-06,-1.94e-05,1.44e-05,4e-06,0.0599999999999994,0.18,0,4962.4
-9.7e-06,7.3e-06,1.9e-06,-1.94e-05,1.46e-05,3.8e-06,0,0.180000000000001,-0.18,4962.6
-9.8e-06,7.2e-06,2e-06,-1.96e-05,1.44e-05,4e-06,-0.0599999999999994,-0.180000000000001,0.18,4962.8
-1e-05,7e-06,1.8e-06,-2e-05,1.4e-05,3.6e-06,-0.120000000000001,-0.36,-0.36,4963
-1.05e-05,7.2e-06,1.6e-06,-2.1e-05,1.44e-05,3.2e-06,-0.299999999999999,0.36,-0.36,4963.2
-1.08e-05,7.2e-06,1.8e-06,-2.16e-05,1.44e-05,3.6e-06,-0.18,0,0.36,4963.4
-1.1e-05,7.2e-06,1.4e-06,-2.2e-05,1.44e-05,2.8e-06,-0.12,0,-0.72,4963.6
-1.13e-05,7.2e-06,1.5e-06,-2.26e-05,1.44e-05,3e-06,-0.18,0,0.18,4963.8
-1.14e-05,7.2e-06,1.4e-06,-2.28e-05,1.44e-05,2.8e-06,-0.0599999999999994,0,-0.18,4964
-1.15e-05,7.4e-06,1.3e-06,-2.3e-05,1.48e-05,2.6e-06,-0.0600000000000004,0.360000000000001,-0.18,4964.2
-1.1e-05,7.5e-06,1.2e-06,-2.2e-05,1.5e-05,2.4e-06,0.3,0.18,-0.18,4964.4
-1.07e-05,7.9e-06,1.1e-06,-2.14e-05,1.58e-05,2.2e-06,0.18,0.720000000000001,-0.18,4964.6
-1.05e-05,7.8e-06,9e-07,-2.1e-05,1.56e-05,1.8e-06,0.12,-0.180000000000001,-0.36,4964.8
-9.2e-06,7.4e-06,3e-07,-1.84e-05,1.48e-05,6e-07,0.78,-0.719999999999999,-1.08,4965
-9.6e-06,7e-06,0,-1.92e-05,1.4e-05,0,-0.24,-0.720000000000001,-0.54,4965.2
-9.9e-06,6.9e-06,1e-07,-1.98e-05,1.38e-05,2e-07,-0.18,-0.18,0.18,4965.4
-1.02e-05,6.6e-06,-1e-07,-2.04e-05,1.32e-05,-2e-07,-0.18,-0.539999999999999,-0.36,4965.6
-1.05e-05,6.4e-06,1e-07,-2.1e-05,1.28e-05,2e-07,-0.179999999999999,-0.360000000000001,0.36,4965.8
-1.11e-05,5.7e-06,-1e-07,-2.22e-05,1.14e-05,-2e-07,-0.360000000000001,-1.26,-0.36,4966
-1.11e-05,5.3e-06,-1e-07,-2.22e-05,1.06e-05,-2e-07,0,-0.719999999999999,0,4966.2
-1.08e-05,5.3e-06,-1e-07,-2.16e-05,1.06e-05,-2e-07,0.18,0,0,4966.4
-1.06e-05,5.2e-06,-1e-07,-2.12e-05,1.04e-05,-2e-07,0.12,-0.18,0,4966.6
-1.02e-05,5.3e-06,1e-07,-2.04e-05,1.06e-05,2e-07,0.24,0.18,0.36,4966.8
-1e-05,5.4e-06,2e-07,-2e-05,1.08e-05,4e-07,0.12,0.18,0.18,4967
-9.9e-06,5.3e-06,0,-1.98e-05,1.06e-05,0,0.0600000000000004,-0.18,-0.36,4967.2
-9.6e-06,5.4e-06,1e-07,-1.92e-05,1.08e-05,2e-07,0.18,0.18,0.18,4967.4
-9.6e-06,5.6e-06,0,-1.92e-05,1.12e-05,0,0,0.36,-0.18,4967.6
-9.5e-06,5.7e-06,1e-07,-1.9e-05,1.14e-05,2e-07,0.0599999999999994,0.18,0.18,4967.8
-9.9e-06,5.7e-06,-1e-07,-1.98e-05,1.14e-05,-2e-07,-0.24,0,-0.36,4968
-1e-05,5.9e-06,-2e-07,-2e-05,1.18e-05,-4e-07,-0.0600000000000004,0.360000000000001,-0.18,4968.2
-1.04e-05,5.8e-06,-2e-07,-2.08e-05,1.16e-05,-4e-07,-0.24,-0.18,0,4968.4
-1.08e-05,5.9e-06,-3e-07,-2.16e-05,1.18e-05,-6e-07,-0.24,0.18,-0.18,4968.6
-1.14e-05,6.2e-06,-5e-07,-2.28e-05,1.24e-05,-1e-06,-0.36,0.539999999999999,-0.36,4968.8
-1.13e-05,6.3e-06,-4e-07,-2.26e-05,1.26e-05,-8e-07,0.0599999999999994,0.18,0.18,4969
-1.13e-05,6.3e-06,-6e-07,-2.26e-05,1.26e-05,-1.2e-06,0,0,-0.36,4969.2
-1.11e-05,6.7e-06,-6e-07,-2.22e-05,1.34e-05,-1.2e-06,0.12,0.720000000000001,0,4969.4
-1.09e-05,6.7e-06,-4e-07,-2.18e-05,1.34e-05,-8e-07,0.12,0,0.36,4969.6
-1.04e-05,6.9e-06,-5e-07,-2.08e-05,1.38e-05,-1e-06,0.3,0.36,-0.18,4969.8
-1.01e-05,7.2e-06,-3e-07,-2.02e-05,1.44e-05,-6e-07,0.18,0.539999999999999,0.36,4970
-9.9e-06,7.2e-06,-1e-07,-1.98e-05,1.44e-05,-2e-07,0.12,0,0.36,4970.2
-9.7e-06,7.1e-06,-2e-07,-1.94e-05,1.42e-05,-4e-07,0.12,-0.18,-0.18,4970.4
-9.5e-06,7.1e-06,0,-1.9e-05,1.42e-05,0,0.12,0,0.36,4970.6
-1e-05,7.1e-06,0,-2e-05,1.42e-05,0,-0.3,0,0,4970.8
-1e-05,7e-06,3e-07,-2e-05,1.4e-05,6e-07,0,-0.18,0.54,4971
-1.03e-05,6.8e-06,4e-07,-2.06e-05,1.36e-05,8e-07,-0.179999999999999,-0.36,0.18,4971.2
-1.06e-05,6.8e-06,6e-07,-2.12e-05,1.36e-05,1.2e-06,-0.18,0,0.36,4971.4
-1.09e-05,7e-06,1e-06,-2.18e-05,1.4e-05,2e-06,-0.18,0.36,0.72,4971.6
-1.12e-05,6.7e-06,9e-07,-2.24e-05,1.34e-05,1.8e-06,-0.179999999999999,-0.539999999999999,-0.18,4971.8
-1.16e-05,6.4e-06,8e-07,-2.32e-05,1.28e-05,1.6e-06,-0.240000000000001,-0.540000000000001,-0.18,4972
-1.17e-05,6.2e-06,1.1e-06,-2.34e-05,1.24e-05,2.2e-06,-0.0599999999999994,-0.36,0.54,4972.2
-1.17e-05,6.1e-06,1.1e-06,-2.34e-05,1.22e-05,2.2e-06,0,-0.18,0,4972.4
-1.11e-05,6.5e-06,1.2e-06,-2.22e-05,1.3e-05,2.4e-06,0.36,0.719999999999999,0.18,4972.6
-1.09e-05,6.7e-06,1.4e-06,-2.18e-05,1.34e-05,2.8e-06,0.12,0.360000000000001,0.36,4972.8
-1.04e-05,6.8e-06,1.4e-06,-2.08e-05,1.36e-05,2.8e-06,0.3,0.18,0,4973
-1.02e-05,7e-06,1.2e-06,-2.04e-05,1.4e-05,2.4e-06,0.12,0.36,-0.36,4973.2
-9.9e-06,7.2e-06,1.4e-06,-1.98e-05,1.44e-05,2.8e-06,0.18,0.36,0.36,4973.4
-9.7e-06,7.4e-06,1.3e-06,-1.94e-05,1.48e-05,2.6e-06,0.12,0.360000000000001,-0.18,4973.6
-9.9e-06,7.5e-06,1.4e-06,-1.98e-05,1.5e-05,2.8e-06,-0.12,0.18,0.18,4973.8
-1e-05,7.6e-06,1.3e-06,-2e-05,1.52e-05,2.6e-06,-0.0600000000000004,0.18,-0.18,4974
-1.04e-05,7.6e-06,1.2e-06,-2.08e-05,1.52e-05,2.4e-06,-0.24,0,-0.18,4974.2
-1.05e-05,7.7e-06,1.4e-06,-2.1e-05,1.54e-05,2.8e-06,-0.0599999999999994,0.180000000000001,0.36,4974.4
-1.08e-05,7.5e-06,1.3e-06,-2.16e-05,1.5e-05,2.6e-06,-0.18,-0.360000000000001,-0.18,4974.6
-1.12e-05,7.5e-06,1.2e-06,-2.24e-05,1.5e-05,2.4e-06,-0.24,0,-0.18,4974.8
-1.11e-05,7.4e-06,1.3e-06,-2.22e-05,1.48e-05,2.6e-06,0.0599999999999994,-0.18,0.18,4975
-1.12e-05,7.5e-06,1.3e-06,-2.24e-05,1.5e-05,2.6e-06,-0.0599999999999994,0.18,0,4975.2
-1.08e-05,7.4e-06,1.5e-06,-2.16e-05,1.48e-05,3e-06,0.24,-0.18,0.36,4975.4
-1.05e-05,7.2e-06,1.4e-06,-2.1e-05,1.44e-05,2.8e-06,0.18,-0.360000000000001,-0.18,4975.6
-1.03e-05,7.3e-06,1.7e-06,-2.06e-05,1.46e-05,3.4e-06,0.12,0.180000000000001,0.54,4975.8
-9.9e-06,7.1e-06,1.8e-06,-1.98e-05,1.42e-05,3.6e-06,0.24,-0.360000000000001,0.18,4976
-9.6e-06,7.1e-06,2e-06,-1.92e-05,1.42e-05,4e-06,0.18,0,0.36,4976.2
-9.6e-06,7.1e-06,2.1e-06,-1.92e-05,1.42e-05,4.2e-06,0,0,0.18,4976.4
-9.7e-06,6.9e-06,2.2e-06,-1.94e-05,1.38e-05,4.4e-06,-0.0600000000000004,-0.36,0.180000000000001,4976.6
-9.6e-06,6.7e-06,2.2e-06,-1.92e-05,1.34e-05,4.4e-06,0.0600000000000004,-0.36,0,4976.8
-9.8e-06,6.5e-06,2.3e-06,-1.96e-05,1.3e-05,4.6e-06,-0.12,-0.360000000000001,0.18,4977
-1.01e-05,6.3e-06,2.5e-06,-2.02e-05,1.26e-05,5e-06,-0.18,-0.36,0.36,4977.2
-1.03e-05,6.2e-06,2.3e-06,-2.06e-05,1.24e-05,4.6e-06,-0.12,-0.18,-0.36,4977.4
-1.06e-05,6e-06,2.5e-06,-2.12e-05,1.2e-05,5e-06,-0.18,-0.36,0.36,4977.6
-1.11e-05,5.8e-06,2.5e-06,-2.22e-05,1.16e-05,5e-06,-0.3,-0.36,0,4977.8
-1.09e-05,5.7e-06,2.4e-06,-2.18e-05,1.14e-05,4.8e-06,0.12,-0.180000000000001,-0.180000000000001,4978
-1.1e-05,5.6e-06,2.5e-06,-2.2e-05,1.12e-05,5e-06,-0.0599999999999994,-0.18,0.180000000000001,4978.2
-1.08e-05,5.8e-06,2.6e-06,-2.16e-05,1.16e-05,5.2e-06,0.12,0.360000000000001,0.18,4978.4
-1.05e-05,5.8e-06,2.6e-06,-2.1e-05,1.16e-05,5.2e-06,0.18,0,0,4978.6
-1e-05,5.9e-06,2.6e-06,-2e-05,1.18e-05,5.2e-06,0.299999999999999,0.18,0,4978.8
-9.7e-06,6.1e-06,2.8e-06,-1.94e-05,1.22e-05,5.6e-06,0.18,0.36,0.36,4979
-9e-06,6.5e-06,6.2e-06,-1.8e-05,1.3e-05,1.24e-05,0.42,0.719999999999999,6.12,4979.2
-9.2e-06,6.5e-06,6e-06,-1.84e-05,1.3e-05,1.2e-05,-0.12,0,-0.36,4979.4
-9.4e-06,6.5e-06,6.2e-06,-1.88e-05,1.3e-05,1.24e-05,-0.12,0,0.36,4979.6
-9.8e-06,6.5e-06,6.3e-06,-1.96e-05,1.3e-05,1.26e-05,-0.24,0,0.18,4979.8
-9.9e-06,6.4e-06,6.2e-06,-1.98e-05,1.28e-05,1.24e-05,-0.0600000000000004,-0.18,-0.18,4980
-1e-05,6.4e-06,6.3e-06,-2e-05,1.28e-05,1.26e-05,-0.0600000000000004,0,0.18,4980.2
-1e-05,6.3e-06,6.3e-06,-2e-05,1.26e-05,1.26e-05,0,-0.18,0,4980.4
-1e-05,6.3e-06,6.4e-06,-2e-05,1.26e-05,1.28e-05,0,0,0.18,4980.6
-9.7e-06,6.4e-06,6.6e-06,-1.94e-05,1.28e-05,1.32e-05,0.18,0.18,0.360000000000001,4980.8
-9.4e-06,6.6e-06,6.5e-06,-1.88e-05,1.32e-05,1.3e-05,0.18,0.360000000000001,-0.180000000000001,4981
-9.3e-06,6.6e-06,6.7e-06,-1.86e-05,1.32e-05,1.34e-05,0.0599999999999994,0,0.360000000000001,4981.2
-9e-06,6.6e-06,6.7e-06,-1.8e-05,1.32e-05,1.34e-05,0.18,0,0,4981.4
-8.8e-06,6.6e-06,6.8e-06,-1.76e-05,1.32e-05,1.36e-05,0.12,0,0.18,4981.6
-8.5e-06,6.7e-06,7e-06,-1.7e-05,1.34e-05,1.4e-05,0.18,0.18,0.36,4981.8
-8.5e-06,6.8e-06,7.2e-06,-1.7e-05,1.36e-05,1.44e-05,0,0.18,0.36,4982
-8.5e-06,6.6e-06,7.3e-06,-1.7e-05,1.32e-05,1.46e-05,0,-0.36,0.180000000000001,4982.2
-8.8e-06,6.6e-06,7.5e-06,-1.76e-05,1.32e-05,1.5e-05,-0.18,0,0.36,4982.4
-9e-06,6.6e-06,7.6e-06,-1.8e-05,1.32e-05,1.52e-05,-0.12,0,0.18,4982.6
-9.3e-06,6.3e-06,7.7e-06,-1.86e-05,1.26e-05,1.54e-05,-0.18,-0.540000000000001,0.180000000000001,4982.8
-9.7e-06,6.2e-06,7.8e-06,-1.94e-05,1.24e-05,1.56e-05,-0.24,-0.18,0.179999999999998,4983
-1.02e-05,6.2e-06,8.2e-06,-2.04e-05,1.24e-05,1.64e-05,-0.3,0,0.719999999999999,4983.2
-1.01e-05,6.2e-06,8.5e-06,-2.02e-05,1.24e-05,1.7e-05,0.0600000000000004,0,0.540000000000001,4983.4
-1.01e-05,6e-06,8.3e-06,-2.02e-05,1.2e-05,1.66e-05,0,-0.36,-0.36,4983.6
-1e-05,6.2e-06,8.5e-06,-2e-05,1.24e-05,1.7e-05,0.0599999999999994,0.36,0.36,4983.8
-9.7e-06,6.1e-06,8.7e-06,-1.94e-05,1.22e-05,1.74e-05,0.18,-0.18,0.36,4984
-9.3e-06,6.2e-06,8.5e-06,-1.86e-05,1.24e-05,1.7e-05,0.24,0.18,-0.36,4984.2
-9.2e-06,6.3e-06,8.6e-06,-1.84e-05,1.26e-05,1.72e-05,0.0600000000000004,0.18,0.180000000000001,4984.4
-8.9e-06,6.3e-06,8.6e-06,-1.78e-05,1.26e-05,1.72e-05,0.18,0,0,4984.6
-8.7e-06,6.3e-06,8.7e-06,-1.74e-05,1.26e-05,1.74e-05,0.12,0,0.179999999999998,4984.8
-8.6e-06,6.4e-06,8.8e-06,-1.72e-05,1.28e-05,1.76e-05,0.0599999999999994,0.18,0.180000000000001,4985
