Time [s],Channel 5
3.040939083,0
3.041077000,1
3.041234333,0
3.041371667,1
3.041528417,0
3.041665167,1
3.041821583,0
3.041957917,1
3.042113667,0
3.042249417,1
3.042404500,0
3.042540083,1
3.042694333,0
3.042829167,1
3.042983250,0
3.043117500,1
3.043271083,0
3.043404667,1
3.043557833,0
3.043691000,1
3.043843500,0
3.043976333,1
3.044128250,0
3.044260583,1
3.044412250,0
3.044544000,1
3.044695000,0
3.044826500,1
3.044976917,0
3.045107917,1
3.045257833,0
3.045388333,1
3.045537833,0
3.045667917,1
3.045817667,0
3.045946667,1
3.046095750,0
3.046224250,1
3.046372333,0
3.046501000,1
3.046648917,0
3.046777167,1
3.046924500,0
3.047052333,1
3.047200417,0
3.047326583,1
3.047473000,0
3.047600167,1
3.047746000,0
3.047872667,1
3.048018083,0
3.048144417,1
3.048289500,0
3.048415333,1
3.048559917,0
3.048685417,1
3.048829500,0
3.048954667,1
3.049098250,0
3.049223000,1
3.049366333,0
3.049490583,1
3.049633583,0
3.049757583,1
3.049900000,0
3.050023667,1
3.050165750,0
3.050288917,1
3.050430667,0
3.050553583,1
3.050695000,0
3.050817417,1
3.050958250,0
3.051080333,1
3.051221000,0
3.051342750,1
3.051482833,0
3.051604667,1
3.051744167,0
3.051865167,1
3.052004583,0
3.052125250,1
3.052264333,0
3.052384750,1
3.052523500,0
3.052643500,1
3.052782417,0
3.052901500,1
3.053040833,0
3.053158833,1
3.053296417,0
3.053415500,1
3.053552667,0
3.053671500,1
3.053808417,0
3.053926833,1
3.054063333,0
3.054181500,1
3.054318750,0
3.054435417,1
3.054571333,0
3.054688750,1
3.054824333,0
3.054941500,1
3.055076667,0
3.055193417,1
3.055328417,0
3.055445417,1
3.055579583,0
3.055695833,1
3.055830083,0
3.055946000,1
3.056080000,0
3.056195667,1
3.056329333,0
3.056444667,1
3.056577917,0
3.056693083,1
3.056828000,0
3.056940833,1
3.057073500,0
3.057188167,1
3.057320500,0
3.057434750,1
3.057569000,0
3.057680750,1
3.057813583,0
3.057926250,1
3.058057833,0
3.058171333,1
3.058302417,0
3.058415583,1
3.058546500,0
3.058660167,1
3.058790083,0
3.058902667,1
3.059033083,0
3.059145333,1
3.059275500,0
3.059388583,1
3.059517333,0
3.059629250,1
3.059760000,0
3.059870167,1
3.059999500,0
3.060110750,1
3.060239750,0
3.060350833,1
3.060479583,0
3.060590500,1
3.060719833,0
3.060829417,1
3.060957583,0
3.061067917,1
3.061195833,0
3.061306083,1
3.061433667,0
3.061543667,1
3.061670917,0
3.061780583,1
3.061907750,0
3.062017167,1
3.062143917,0
3.062253333,1
3.062379583,0
3.062488750,1
3.062614833,0
3.062723750,1
3.062849750,0
3.062958417,1
3.063084000,0
3.063192417,1
3.063317833,0
3.063426000,1
3.063551167,0
3.063659333,1
3.063784167,0
3.063892000,1
3.064016667,0
3.064124250,1
3.064248833,0
3.064356167,1
3.064480417,0
3.064587583,1
3.064711583,0
3.064818583,1
3.064942167,0
3.065049083,1
3.065172500,0
3.065279333,1
3.065402417,0
3.065508917,1
3.065631833,0
3.065738083,1
3.065860833,0
3.065967000,1
3.066089417,0
3.066195417,1
3.066317583,0
3.066423417,1
3.066545417,0
3.066651000,1
3.066772750,0
3.066879583,1
3.066999750,0
3.067105000,1
3.067226333,0
3.067331500,1
3.067453917,0
3.067557500,1
3.067678250,0
3.067783000,1
3.067904083,0
3.068008167,1
3.068128583,0
3.068232917,1
3.068353083,0
3.068457500,1
3.068577417,0
3.068681333,1
3.068801167,0
3.068905167,1
3.069024667,0
3.069128500,1
3.069247750,0
3.069351333,1
3.069470500,0
3.069573917,1
3.069692917,0
3.069796167,1
3.069914833,0
3.070018000,1
3.070136500,0
3.070239417,1
3.070357750,0
3.070460417,1
3.070578500,0
3.070681083,1
3.070799083,0
3.070901583,1
3.071019333,0
3.071121500,1
3.071239083,0
3.071341250,1
3.071458667,0
3.071560667,1
3.071677750,0
3.071780500,1
3.071897333,0
3.071998167,1
3.072115083,0
3.072216583,1
3.072333667,0
3.072436167,1
3.072551167,0
3.072652333,1
3.072772333,0
3.072869667,1
3.072985750,0
3.073087417,1
3.073202667,0
3.073303500,1
3.073419250,0
3.073521500,1
3.073635333,0
3.073735917,1
3.073851250,0
3.073951750,1
3.074066833,0
3.074167167,1
3.074282167,0
3.074382333,1
3.074497000,0
3.074597083,1
3.074711833,0
3.074811667,1
3.074926167,0
3.075025917,1
3.075140250,0
3.075239833,1
3.075354000,0
3.075453417,1
3.075569583,0
3.075666917,1
3.075780667,0
3.075879917,1
3.075993500,0
3.076092583,1
3.076205917,0
3.076305083,1
3.076418333,0
3.076517250,1
3.076630333,0
3.076729000,1
3.076842000,0
3.076940667,1
3.077054500,0
3.077152083,1
3.077264667,0
3.077363167,1
3.077475583,0
3.077573750,1
3.077688083,0
3.077784333,1
3.077896500,0
3.077995250,1
3.078106667,0
3.078204500,1
3.078316417,0
3.078414167,1
3.078525917,0
3.078623583,1
3.078735167,0
3.078832750,1
3.078944250,0
3.079041583,1
3.079152917,0
3.079250167,1
3.079361333,0
3.079458500,1
3.079569583,0
3.079666750,1
3.079777583,0
3.079874500,1
3.079985167,0
3.080082000,1
3.080192583,0
3.080289500,1
3.080399833,0
3.080496500,1
3.080607500,0
3.080703333,1
3.080813417,0
3.080909917,1
3.081019833,0
3.081116250,1
3.081226083,0
3.081322333,1
3.081432083,0
3.081528167,1
3.081637750,0
3.081734333,1
3.081843250,0
3.081939167,1
3.082049667,0
3.082144167,1
3.082254500,0
3.082349000,1
3.082459333,0
3.082553667,1
3.082664167,0
3.082758833,1
3.082869000,0
3.082962333,1
3.083071083,0
3.083166167,1
3.083275000,0
3.083369917,1
3.083478583,0
3.083573500,1
3.083681917,0
3.083776750,1
3.083885833,0
3.083979750,1
3.084090750,0
3.084182583,1
3.084290750,0
3.084385250,1
3.084493333,0
3.084587750,1
3.084695667,0
3.084789833,1
3.084897667,0
3.084991833,1
3.085099500,0
3.085193583,1
3.085301167,0
3.085395083,1
3.085503167,0
3.085596333,1
3.085703917,0
3.085797417,1
3.085904750,0
3.085998333,1
3.086105500,0
3.086198917,1
3.086306000,0
3.086399500,1
3.086506417,0
3.086600667,1
3.086706500,0
3.086799750,1
3.086908083,0
3.086999500,1
3.087106167,0
3.087199167,1
3.087305750,0
3.087398583,1
3.087505083,0
3.087597833,1
3.087704250,0
3.087796833,1
3.087903583,0
3.087995750,1
3.088101917,0
3.088194333,1
3.088300583,0
3.088393500,1
3.088498833,0
3.088591000,1
3.088697750,0
3.088789083,1
3.088894833,0
3.088986833,1
3.089092667,0
3.089184583,1
3.089292250,0
3.089382000,1
3.089487667,0
3.089579250,1
3.089684750,0
3.089776417,1
3.089881667,0
3.089973250,1
3.090080417,0
3.090170000,1
3.090275083,0
3.090367667,1
3.090471417,0
3.090562833,1
3.090669417,0
3.090758917,1
3.090863750,0
3.090955000,1
3.091059583,0
3.091150833,1
3.091255250,0
3.091346333,1
3.091450750,0
3.091541750,1
3.091647667,0
3.091737083,1
3.091841250,0
3.091932167,1
3.092036250,0
3.092127000,1
3.092231083,0
3.092321750,1
3.092425667,0
3.092516333,1
3.092620583,0
3.092710750,1
3.092814333,0
3.092904917,1
3.093008250,0
3.093098917,1
3.093204250,0
3.093292750,1
3.093396083,0
3.093486500,1
3.093589667,0
3.093680000,1
3.093783083,0
3.093873333,1
3.093977000,0
3.094066583,1
3.094169417,0
3.094259500,1
3.094362333,0
3.094452333,1
3.094555083,0
3.094645083,1
3.094749417,0
3.094837667,1
3.094940083,0
3.095030000,1
3.095134417,0
3.095222167,1
3.095324667,0
3.095414333,1
3.095517500,0
3.095606167,1
3.095708333,0
3.095797917,1
3.095899917,0
3.095989500,1
3.096091333,0
3.096180833,1
3.096282750,0
3.096372167,1
3.096473917,0
3.096563250,1
3.096665750,0
3.096754167,1
3.096855667,0
3.096944917,1
3.097046417,0
3.097135583,1
3.097237083,0
3.097328167,1
3.097427500,0
3.097516417,1
3.097617667,0
3.097706583,1
3.097807833,0
3.097896750,1
3.097997833,0
3.098086667,1
3.098187583,0
3.098276333,1
3.098377250,0
3.098466000,1
3.098566750,0
3.098655417,1
3.098756167,0
3.098845917,1
3.098945583,0
3.099034000,1
3.099134500,0
3.099223417,1
3.099323417,0
3.099411833,1
3.099512333,0
3.099600750,1
3.099701167,0
3.099789333,1
3.099891667,0
3.099977667,1
3.100078083,0
3.100166083,1
3.100266667,0
3.100354333,1
3.100454917,0
3.100542333,1
3.100643000,0
3.100730167,1
3.100830917,0
3.100917917,1
3.101018833,0
3.101105583,1
3.101206583,0
3.101293167,1
3.101394083,0
3.101480583,1
3.101581417,0
3.101667833,1
3.101768750,0
3.101855083,1
3.101955833,0
3.102042083,1
3.102144750,0
3.102229000,1
3.102329750,0
3.102415750,1
3.102516417,0
3.102602417,1
3.102703083,0
3.102789000,1
3.102891250,0
3.102975333,1
3.103075917,0
3.103161583,1
3.103262167,0
3.103347833,1
3.103448333,0
3.103533833,1
3.103634417,0
3.103719833,1
3.103820333,0
3.103905583,1
3.104005917,0
3.104091333,1
3.104193000,0
3.104276833,1
3.104377167,0
3.104462333,1
3.104562667,0
3.104647667,1
3.104747833,0
3.104832833,1
3.104933000,0
3.105018000,1
3.105118333,0
3.105203000,1
3.105303333,0
3.105388000,1
3.105488083,0
3.105572667,1
3.105672833,0
3.105757417,1
3.105857500,0
3.105942000,1
3.106042083,0
3.106126417,1
3.106226500,0
3.106310500,1
3.106410667,0
3.106497417,1
3.106594917,0
3.106678833,1
3.106778750,0
3.106862833,1
3.106962750,0
3.107046833,1
3.107146500,0
3.107230500,1
3.107330167,0
3.107414417,1
3.107513667,0
3.107598083,1
3.107697750,0
3.107781667,1
3.107880500,0
3.107965167,1
3.108063750,0
3.108148417,1
3.108246833,0
3.108331667,1
3.108430000,0
3.108514750,1
3.108612917,0
3.108699333,1
3.108795750,0
3.108880500,1
3.108978500,0
3.109063250,1
3.109161250,0
3.109245917,1
3.109343833,0
3.109428500,1
3.109526167,0
3.109610917,1
3.109708500,0
3.109793333,1
3.109890750,0
3.109975500,1
3.110072833,0
3.110157667,1
3.110254917,0
3.110339667,1
3.110436833,0
3.110521500,1
3.110618833,0
3.110703500,1
3.110800583,0
3.110885250,1
3.110982583,0
3.111066917,1
3.111164250,0
3.111248417,1
3.111345417,0
3.111429833,1
3.111526750,0
3.111611250,1
3.111708167,0
3.111792417,1
3.111889333,0
3.111973500,1
3.112070417,0
3.112154667,1
3.112251500,0
3.112335500,1
3.112432333,0
3.112516333,1
3.112613250,0
3.112697167,1
3.112794583,0
3.112877917,1
3.112974667,0
3.113058500,1
3.113155167,0
3.113239167,1
3.113338583,0
3.113419583,1
3.113516083,0
3.113599833,1
3.113697167,0
3.113780083,1
3.113876583,0
3.113960167,1
3.114056583,0
3.114140333,1
3.114236583,0
3.114320250,1
3.114416500,0
3.114500083,1
3.114596333,0
3.114679917,1
3.114776167,0
3.114859667,1
3.114955917,0
3.115039333,1
3.115135500,0
3.115219000,1
3.115315083,0
3.115398500,1
3.115494500,0
3.115577917,1
3.115673833,0
3.115757250,1
3.115853167,0
3.115936500,1
3.116032250,0
3.116115583,1
3.116211417,0
3.116294667,1
3.116390417,0
3.116473750,1
3.116569333,0
3.116652583,1
3.116748167,0
3.116831333,1
3.116927000,0
3.117010167,1
3.117105750,0
3.117188917,1
3.117284333,0
3.117367500,1
3.117463083,0
3.117546000,1
3.117641417,0
3.117724500,1
3.117819833,0
3.117902917,1
3.117999500,0
3.118081167,1
3.118176583,0
3.118259500,1
3.118355417,0
3.118437583,1
3.118532833,0
3.118615750,1
3.118710917,0
3.118793833,1
3.118889000,0
3.118971833,1
3.119068083,0
3.119149583,1
3.119244667,0
3.119328250,1
3.119422583,0
3.119507417,1
3.119600250,0
3.119682917,1
3.119777917,0
3.119860500,1
3.119955417,0
3.120037917,1
3.120132917,0
3.120215417,1
3.120310333,0
3.120392750,1
3.120487750,0
3.120570167,1
3.120665083,0
3.120747333,1
3.120842250,0
3.120924667,1
3.121021250,0
3.121101833,1
3.121197667,0
3.121278917,1
3.121373667,0
3.121455917,1
3.121550667,0
3.121632833,1
3.121727667,0
3.121809750,1
3.121904500,0
3.121986500,1
3.122081250,0
3.122163250,1
3.122257917,0
3.122339833,1
3.122434583,0
3.122516417,1
3.122611250,0
3.122693000,1
3.122787750,0
3.122869583,1
3.122964250,0
3.123045917,1
3.123140667,0
3.123222333,1
3.123317000,0
3.123400250,1
3.123493333,0
3.123574917,1
3.123669750,0
3.123751167,1
3.123845750,0
3.123927250,1
3.124021917,0
3.124103250,1
3.124197917,0
3.124279417,1
3.124374000,0
3.124455417,1
3.124551417,0
3.124631250,1
3.124725750,0
3.124807000,1
3.124901583,0
3.124982833,1
3.125077333,0
3.125158500,1
3.125253083,0
3.125334250,1
3.125428667,0
3.125509833,1
3.125604333,0
3.125685250,1
3.125780417,0
3.125860833,1
3.125957250,0
3.126036250,1
3.126130750,0
3.126213417,1
3.126306083,0
3.126386917,1
3.126481333,0
3.126562250,1
3.126656667,0
3.126737500,1
3.126832000,0
3.126912667,1
3.127007083,0
3.127088167,1
3.127182167,0
3.127262917,1
3.127357250,0
3.127437917,1
3.127532250,0
3.127612917,1
3.127707250,0
3.127787833,1
3.127884083,0
3.127962750,1
3.128057000,0
3.128137500,1
3.128231750,0
3.128313167,1
3.128406667,0
3.128487083,1
3.128581333,0
3.128661750,1
3.128756000,0
3.128836333,1
3.128930583,0
3.129011000,1
3.129108833,0
3.129185583,1
3.129279833,0
3.129360167,1
3.129454333,0
3.129534583,1
3.129628667,0
3.129708917,1
3.129803167,0
3.129883417,1
3.129978000,0
3.130057750,1
3.130151833,0
3.130232083,1
3.130326083,0
3.130406250,1
3.130500333,0
3.130580417,1
3.130674500,0
3.130754667,1
3.130849917,0
3.130928750,1
3.131022750,0
3.131102833,1
3.131196750,0
3.131276917,1
3.131370750,0
3.131450917,1
3.131544833,0
3.131624917,1
3.131720417,0
3.131798917,1
3.131892583,0
3.131972667,1
3.132066500,0
3.132146500,1
3.132240333,0
3.132320333,1
3.132415833,0
3.132494083,1
3.132587750,0
3.132667750,1
3.132761333,0
3.132841500,1
3.132935083,0
3.133015083,1
3.133108750,0
3.133188667,1
3.133282250,0
3.133362250,1
3.133455833,0
3.133537083,1
3.133629250,0
3.133709333,1
3.133802833,0
3.133882750,1
3.133976250,0
3.134056333,1
3.134149667,0
3.134229583,1
3.134323000,0
3.134402917,1
3.134496250,0
3.134576250,1
3.134669500,0
3.134749583,1
3.134844167,0
3.134922750,1
3.135016000,0
3.135095917,1
3.135189083,0
3.135269083,1
3.135362167,0
3.135442167,1
3.135535333,0
3.135617250,1
3.135708500,0
3.135788417,1
3.135881583,0
3.135961417,1
3.136054583,0
3.136134500,1
3.136227500,0
3.136307333,1
3.136400333,0
3.136480333,1
3.136573333,0
3.136653250,1
3.136746167,0
3.136826083,1
3.136919000,0
3.137000000,1
3.137091750,0
3.137173333,1
3.137264583,0
3.137344500,1
3.137437333,0
3.137517250,1
3.137610000,0
3.137690667,1
3.137782750,0
3.137862500,1
3.137955333,0
3.138035250,1
3.138128000,0
3.138207833,1
3.138300667,0
3.138380500,1
3.138473167,0
3.138552917,1
3.138645667,0
3.138725417,1
3.138818167,0
3.138897917,1
3.138992083,0
3.139070417,1
3.139163167,0
3.139242917,1
3.139335500,0
3.139415250,1
3.139509500,0
3.139587667,1
3.139680333,0
3.139760000,1
3.139852583,0
3.139932333,1
3.140025000,0
3.140104583,1
3.140197250,0
3.140277583,1
3.140369500,0
3.140451167,1
3.140541667,0
3.140621333,1
3.140713917,0
3.140793500,1
3.140888000,0
3.140965583,1
3.141058083,0
3.141137667,1
3.141230250,0
3.141309833,1
3.141404333,0
3.141481833,1
3.141574417,0
3.141653917,1
3.141746417,0
3.141826000,1
3.141918500,0
3.141998000,1
3.142090583,0
3.142170000,1
3.142262333,0
3.142341833,1
3.142434250,0
3.142513750,1
3.142607583,0
3.142685667,1
3.142778083,0
3.142857583,1
3.142949917,0
3.143029333,1
3.143121667,0
3.143201083,1
3.143295333,0
3.143372917,1
3.143465333,0
3.143544833,1
3.143637167,0
3.143716583,1
3.143808833,0
3.143888250,1
3.143980583,0
3.144060000,1
3.144152250,0
3.144231667,1
3.144324000,0
3.144403250,1
3.144497250,0
3.144574917,1
3.144667083,0
3.144746500,1
3.144838583,0
3.144918000,1
3.145010167,0
3.145091417,1
3.145181750,0
3.145261083,1
3.145353250,0
3.145432583,1
3.145524917,0
3.145604083,1
3.145696167,0
3.145775500,1
3.145867583,0
3.145946917,1
3.146039083,0
3.146118417,1
3.146210500,0
3.146289917,1
3.146381917,0
3.146461167,1
3.146553250,0
3.146632500,1
3.146724833,0
3.146803917,1
3.146896083,0
3.146975250,1
3.147067333,0
3.147146500,1
3.147239333,0
3.147319667,1
3.147409833,0
3.147488917,1
3.147581000,0
3.147660167,1
3.147752250,0
3.147831833,1
3.147923417,0
3.148002500,1
3.148094583,0
3.148173750,1
3.148266583,0
3.148344833,1
3.148436917,0
3.148517083,1
3.148608000,0
3.148687167,1
3.148779167,0
3.148858250,1
3.148950250,0
3.149029250,1
3.149121333,0
3.149200333,1
3.149292333,0
3.149371417,1
3.149465333,0
3.149542417,1
3.149634417,0
3.149713417,1
3.149805417,0
3.149884333,1
3.149977500,0
3.150055417,1
3.150147417,0
3.150226333,1
3.150318333,0
3.150397250,1
3.150489250,0
3.150568083,1
3.150660167,0
3.150739000,1
3.150831000,0
3.150909833,1
3.151001917,0
3.151080583,1
3.151172750,0
3.151251417,1
3.151343500,0
3.151422250,1
3.151516167,0
3.151593000,1
3.151685083,0
3.151763833,1
3.151855833,0
3.151934667,1
3.152026667,0
3.152105417,1
3.152197500,0
3.152276250,1
3.152368167,0
3.152447000,1
3.152540333,0
3.152619333,1
3.152709667,0
3.152788417,1
3.152880333,0
3.152959000,1
3.153052417,0
3.153129583,1
3.153221583,0
3.153300250,1
3.153392250,0
3.153470917,1
3.153562833,0
3.153643500,1
3.153733417,0
3.153812083,1
3.153904000,0
3.153982667,1
3.154076583,0
3.154153250,1
3.154245167,0
3.154323833,1
3.154415750,0
3.154494333,1
3.154587167,0
3.154664833,1
3.154756750,0
3.154835333,1
3.154927250,0
3.155005833,1
3.155099417,0
3.155176333,1
3.155268250,0
3.155346750,1
3.155438583,0
3.155517167,1
3.155609000,0
3.155687583,1
3.155779500,0
3.155858083,1
3.155949917,0
3.156028500,1
3.156120417,0
3.156198917,1
3.156290750,0
3.156369167,1
3.156461000,0
3.156539417,1
3.156631500,0
3.156710000,1
3.156801750,0
3.156880333,1
3.156972083,0
3.157050750,1
3.157142333,0
3.157220833,1
3.157312667,0
3.157391167,1
3.157484583,0
3.157561500,1
3.157653333,0
3.157731750,1
3.157823583,0
3.157902000,1
3.157996417,0
3.158072167,1
3.158164083,0
3.158242500,1
3.158334250,0
3.158412667,1
3.158504417,0
3.158582833,1
3.158674583,0
3.158753000,1
3.158844750,0
3.158923167,1
3.159015750,0
3.159093333,1
3.159185000,0
3.159263500,1
3.159355250,0
3.159433583,1
3.159525333,0
3.159603750,1
3.159695417,0
3.159773833,1
3.159865583,0
3.159944000,1
3.160035750,0
3.160114083,1
3.160205833,0
3.160284167,1
3.160375917,0
3.160454250,1
3.160545917,0
3.160624333,1
3.160715833,0
3.160794333,1
3.160885833,0
3.160964333,1
3.161055833,0
3.161134333,1
3.161225833,0
3.161304250,1
3.161396000,0
3.161474167,1
3.161565833,0
3.161644250,1
3.161735667,0
3.161814167,1
3.161905750,0
3.161984083,1
3.162075583,0
3.162154000,1
3.162245500,0
3.162325833,1
3.162415500,0
3.162493917,1
3.162585333,0
3.162663833,1
3.162755167,0
3.162833667,1
3.162925000,0
3.163003583,1
3.163094917,0
3.163173333,1
3.163266500,0
3.163343167,1
3.163434417,0
3.163513000,1
3.163604167,0
3.163682750,1
3.163773833,0
3.163852583,1
3.163943583,0
3.164022167,1
3.164113417,0
3.164192000,1
3.164283000,0
3.164361750,1
3.164452833,0
3.164531500,1
3.164622333,0
3.164701083,1
3.164792083,0
3.164870917,1
3.164961833,0
3.165040500,1
3.165131500,0
3.165210333,1
3.165301083,0
3.165380000,1
3.165472833,0
3.165549667,1
3.165640333,0
3.165719167,1
3.165810000,0
3.165888833,1
3.165980917,0
3.166060417,1
3.166149167,0
3.166228000,1
3.166320417,0
3.166397500,1
3.166488083,0
3.166567000,1
3.166657583,0
3.166736583,1
3.166827167,0
3.166906083,1
3.166996667,0
3.167075583,1
3.167166083,0
3.167245000,1
3.167335500,0
3.167414500,1
3.167504917,0
3.167583917,1
3.167676083,0
3.167754417,1
3.167843917,0
3.167922917,1
3.168013250,0
3.168092250,1
3.168183167,0
3.168261667,1
3.168352083,0
3.168431083,1
3.168522583,0
3.168600417,1
3.168690750,0
3.168769750,1
3.168860000,0
3.168938917,1
3.169031083,0
3.169108333,1
3.169198500,0
3.169277667,1
3.169367833,0
3.169446833,1
3.169537000,0
3.169617083,1
3.169706167,0
3.169785250,1
3.169875417,0
3.169956583,1
3.170044667,0
3.170123750,1
3.170213917,0
3.170292833,1
3.170382917,0
3.170462083,1
3.170552167,0
3.170631250,1
3.170721333,0
3.170800417,1
3.170890417,0
3.170969583,1
3.171059500,0
3.171138667,1
3.171228583,0
3.171307667,1
3.171397583,0
3.171476750,1
3.171568750,0
3.171645833,1
3.171735750,0
3.171814833,1
3.171904750,0
3.171983750,1
3.172075583,0
3.172152833,1
3.172242583,0
3.172321833,1
3.172411667,0
3.172490833,1
3.172580667,0
3.172659833,1
3.172749583,0
3.172828750,1
3.172918500,0
3.172997750,1
3.173087333,0
3.173166667,1
3.173256417,0
3.173336583,1
3.173425167,0
3.173504417,1
3.173593917,0
3.173673167,1
3.173762750,0
3.173842000,1
3.173931500,0
3.174010833,1
3.174100333,0
3.174179667,1
3.174269000,0
3.174348333,1
3.174437667,0
3.174516917,1
3.174606333,0
3.174685667,1
3.174775000,0
3.174854417,1
3.174943750,0
3.175024000,1
3.175112333,0
3.175191667,1
3.175282750,0
3.175360250,1
3.175449583,0
3.175529000,1
3.175618167,0
3.175697500,1
3.175786750,0
3.175866167,1
3.175955333,0
3.176034583,1
3.176124000,0
3.176204417,1
3.176292333,0
3.176371750,1
3.176460833,0
3.176540250,1
3.176629250,0
3.176708667,1
3.176797583,0
3.176876917,1
3.176965917,0
3.177045333,1
3.177134333,0
3.177213750,1
3.177302667,0
3.177382083,1
3.177471000,0
3.177550417,1
3.177639250,0
3.177718750,1
3.177807500,0
3.177887000,1
3.177975917,0
3.178055417,1
3.178144833,0
3.178223667,1
3.178312417,0
3.178391917,1
3.178480750,0
3.178560250,1
3.178648833,0
3.178728333,1
3.178817083,0
3.178896583,1
3.178985250,0
3.179064750,1
3.179153333,0
3.179232833,1
3.179322667,0
3.179401167,1
3.179489417,0
3.179568917,1
3.179657583,0
3.179737917,1
3.179825500,0
3.179905000,1
3.179993417,0
3.180072833,1
3.180161333,0
3.180240917,1
3.180329333,0
3.180408917,1
3.180497333,0
3.180578917,1
3.180665250,0
3.180744750,1
3.180835083,0
3.180915750,1
3.181001000,0
3.181080667,1
3.181169000,0
